punto,lat,lon,elevation
0,17.028031,-96.595413,1599.0
1,17.014769,-96.606755,1558.0
2,17.023085,-96.606755,1574.0
3,17.031401,-96.606755,1579.0
4,17.039717,-96.606755,1591.0
5,17.014769,-96.599658,1572.0
6,17.023085,-96.599658,1582.0
7,17.031401,-96.599658,1604.0
8,17.039717,-96.599658,1602.0
9,17.014769,-96.592562,1570.0
10,17.023085,-96.592562,1587.0
11,17.031401,-96.592562,1616.0
12,17.039717,-96.592562,1645.0
13,17.014769,-96.585466,1599.0
14,17.023085,-96.585466,1603.0
15,17.031401,-96.585466,1625.0
16,17.039717,-96.585466,1695.0
