punto,lat,lon,elevation
0,17.397082,-96.621544,2308.0
1,17.38221,-96.653226,2375.0
2,17.397291,-96.653226,2683.0
3,17.412373,-96.653226,2372.0
4,17.38221,-96.636266,2242.0
5,17.397291,-96.636266,2436.0
6,17.412373,-96.636266,2227.0
7,17.38221,-96.619305,1998.0
8,17.397291,-96.619305,2310.0
9,17.412373,-96.619305,1666.0
10,17.38221,-96.602345,2326.0
11,17.397291,-96.602345,2437.0
12,17.412373,-96.602345,1478.0
13,17.38221,-96.585384,1381.0
14,17.397291,-96.585384,1783.0
15,17.412373,-96.585384,1385.0
