punto,lat,lon,elevation
0,19.249972,-101.451984,1778.0
1,19.217072,-101.559887,1852.0
2,19.283206,-101.559887,2293.0
3,19.34934,-101.559887,2683.0
4,19.150939,-101.494608,1258.0
5,19.217072,-101.494608,1538.0
6,19.283206,-101.494608,2236.0
7,19.34934,-101.494608,2482.0
8,19.150939,-101.429329,1190.0
9,19.217072,-101.429329,1448.0
10,19.283206,-101.429329,2220.0
11,19.34934,-101.429329,2291.0
12,19.150939,-101.36405,1092.0
13,19.217072,-101.36405,1520.0
14,19.283206,-101.36405,2085.0
15,19.34934,-101.36405,2529.0
