punto,lat,lon,elevation
0,28.456852,-109.494923,515.0
1,28.398908,-109.606499,281.0
2,28.457137,-109.606499,457.0
3,28.515366,-109.606499,431.0
4,28.398908,-109.552952,144.0
5,28.457137,-109.552952,195.0
6,28.515366,-109.552952,193.0
7,28.398908,-109.499404,304.0
8,28.457137,-109.499404,495.0
9,28.515366,-109.499404,366.0
10,28.398908,-109.445856,567.0
11,28.457137,-109.445856,620.0
12,28.515366,-109.445856,634.0
13,28.398908,-109.392308,944.0
14,28.457137,-109.392308,802.0
15,28.515366,-109.392308,1132.0
