punto,lat,lon,elevation
0,17.117188,-97.159178,2130.0
1,17.025695,-97.22306,1859.0
2,17.071817,-97.22306,2096.0
3,17.117938,-97.22306,2040.0
4,17.164059,-97.22306,2078.0
5,17.210181,-97.22306,1975.0
6,17.025695,-97.180347,1667.0
7,17.071817,-97.180347,2225.0
8,17.117938,-97.180347,2327.0
9,17.164059,-97.180347,1978.0
10,17.210181,-97.180347,1786.0
11,17.071817,-97.137633,1780.0
12,17.117938,-97.137633,1976.0
13,17.164059,-97.137633,2071.0
14,17.071817,-97.09492,2005.0
15,17.117938,-97.09492,2422.0
