punto,lat,lon,elevation
0,18.093772,-99.993588,891.0
1,18.00052,-100.063873,625.0
2,18.062768,-100.063873,506.0
3,18.125017,-100.063873,878.0
4,18.187266,-100.063873,1671.0
5,18.00052,-100.011908,758.0
6,18.062768,-100.011908,1031.0
7,18.125017,-100.011908,1180.0
8,18.187266,-100.011908,1668.0
9,18.00052,-99.959944,1128.0
10,18.062768,-99.959944,1162.0
11,18.125017,-99.959944,976.0
12,18.00052,-99.907979,867.0
13,18.062768,-99.907979,1126.0
14,18.125017,-99.907979,1569.0
15,18.187266,-99.907979,1489.0
