punto,lat,lon,elevation
0,22.075792,-99.073376,127.0
1,21.96623,-99.233294,340.0
2,22.078494,-99.233294,488.0
3,22.190758,-99.233294,236.0
4,21.853966,-99.129291,252.0
5,21.96623,-99.129291,377.0
6,22.078494,-99.129291,135.0
7,22.190758,-99.129291,158.0
8,22.303022,-99.129291,174.0
9,21.853966,-99.025288,50.0
10,21.96623,-99.025288,70.0
11,22.078494,-99.025288,139.0
12,22.190758,-99.025288,265.0
13,22.303022,-99.025288,243.0
14,21.853966,-98.921285,65.0
15,21.96623,-98.921285,193.0
16,22.078494,-98.921285,373.0
17,22.190758,-98.921285,481.0
18,22.303022,-98.921285,678.0
