punto,lat,lon,elevation
0,19.138028,-99.05892,3099.0
1,19.08413,-99.121111,3164.0
2,19.120024,-99.121111,3087.0
3,19.155918,-99.121111,3265.0
4,19.08413,-99.07893,2988.0
5,19.120024,-99.07893,3005.0
6,19.155918,-99.07893,3091.0
7,19.191811,-99.07893,2698.0
8,19.08413,-99.036749,3300.0
9,19.120024,-99.036749,3403.0
10,19.155918,-99.036749,2935.0
11,19.191811,-99.036749,2511.0
12,19.08413,-98.994567,3261.0
13,19.120024,-98.994567,3381.0
14,19.155918,-98.994567,2860.0
15,19.191811,-98.994567,2404.0
