punto,lat,lon,elevation
0,17.297501,-96.998315,2038.0
1,17.232997,-97.01586,2183.0
2,17.258815,-97.01586,2081.0
3,17.284633,-97.01586,2082.0
4,17.310451,-97.01586,2006.0
5,17.336269,-97.01586,1966.0
6,17.232997,-96.997162,2176.0
7,17.258815,-96.997162,2161.0
8,17.284633,-96.997162,2060.0
9,17.310451,-96.997162,1982.0
10,17.336269,-96.997162,2026.0
11,17.362087,-96.997162,1913.0
12,17.232997,-96.978463,2164.0
13,17.258815,-96.978463,1979.0
14,17.284633,-96.978463,1999.0
15,17.310451,-96.978463,2049.0
16,17.336269,-96.978463,1927.0
