punto,lat,lon,elevation
0,20.025855,-103.097034,1993.0
1,19.987453,-103.159383,2189.0
2,20.013046,-103.159383,2082.0
3,20.03864,-103.159383,1976.0
4,20.064233,-103.159383,1992.0
5,19.987453,-103.131648,2113.0
6,20.013046,-103.131648,2090.0
7,20.03864,-103.131648,1899.0
8,20.064233,-103.131648,1941.0
9,19.987453,-103.103913,2049.0
10,20.013046,-103.103913,1991.0
11,20.03864,-103.103913,1985.0
12,19.987453,-103.076178,1988.0
13,20.013046,-103.076178,1885.0
14,20.03864,-103.076178,2088.0
15,20.013046,-103.048443,1843.0
16,20.03864,-103.048443,1903.0
17,20.064233,-103.048443,1769.0
