punto,lat,lon,elevation
0,19.619851,-98.172473,2562.0
1,19.565398,-98.320823,2527.0
2,19.619905,-98.320823,2566.0
3,19.674411,-98.320823,2529.0
4,19.565398,-98.25995,2600.0
5,19.619905,-98.25995,2583.0
6,19.674411,-98.25995,2633.0
7,19.619905,-98.199076,2558.0
8,19.674411,-98.199076,3079.0
9,19.565398,-98.138203,2518.0
10,19.619905,-98.138203,2549.0
11,19.674411,-98.138203,2956.0
12,19.565398,-98.077329,2678.0
13,19.619905,-98.077329,2891.0
14,19.674411,-98.077329,3038.0
15,19.565398,-98.016456,2648.0
16,19.619905,-98.016456,3056.0
