punto,lat,lon,elevation
0,22.710593,-103.001473,2053.0
1,22.667464,-103.151276,2521.0
2,22.753112,-103.151276,2653.0
3,22.838759,-103.151276,2348.0
4,22.581817,-103.052925,1978.0
5,22.667464,-103.052925,2099.0
6,22.753112,-103.052925,2345.0
7,22.838759,-103.052925,2271.0
8,22.581817,-102.954574,2121.0
9,22.667464,-102.954574,2013.0
10,22.753112,-102.954574,2055.0
11,22.838759,-102.954574,2133.0
12,22.581817,-102.856223,2182.0
13,22.667464,-102.856223,2108.0
14,22.753112,-102.856223,2243.0
15,22.838759,-102.856223,2299.0
