punto,lat,lon,elevation
0,16.564624,-96.545055,1673.0
1,16.534532,-96.576677,1506.0
2,16.555531,-96.576677,1597.0
3,16.57653,-96.576677,1804.0
4,16.597529,-96.576677,2327.0
5,16.534532,-96.551751,1630.0
6,16.555531,-96.551751,1624.0
7,16.57653,-96.551751,1634.0
8,16.597529,-96.551751,1756.0
9,16.534532,-96.526826,1798.0
10,16.555531,-96.526826,1765.0
11,16.57653,-96.526826,1847.0
12,16.597529,-96.526826,1949.0
13,16.555531,-96.501901,1828.0
14,16.57653,-96.501901,1737.0
15,16.597529,-96.501901,1694.0
