punto,lat,lon,elevation
0,31.195937,-111.018709,1265.0
1,31.193957,-111.255974,1020.0
2,31.285547,-111.255974,1148.0
3,31.102366,-111.155181,1458.0
4,31.193957,-111.155181,1113.0
5,31.285547,-111.155181,1221.0
6,31.102366,-111.054388,1359.0
7,31.193957,-111.054388,1285.0
8,31.285547,-111.054388,1418.0
9,31.102366,-110.953595,1210.0
10,31.193957,-110.953595,1277.0
11,31.285547,-110.953595,1287.0
12,31.102366,-110.852802,1298.0
13,31.193957,-110.852802,1479.0
14,31.285547,-110.852802,1242.0
15,31.193957,-110.75201,1237.0
16,31.285547,-110.75201,1274.0
