punto,lat,lon,elevation
0,19.991916,-101.442343,2300.0
1,19.965388,-101.531709,2245.0
2,19.991867,-101.531709,2288.0
3,19.965388,-101.496967,2245.0
4,19.991867,-101.496967,2252.0
5,19.965388,-101.462226,2296.0
6,19.991867,-101.462226,2241.0
7,20.018346,-101.462226,2347.0
8,19.965388,-101.427485,2406.0
9,19.991867,-101.427485,2279.0
10,20.018346,-101.427485,2402.0
11,19.965388,-101.392743,2457.0
12,19.991867,-101.392743,2344.0
13,20.018346,-101.392743,2413.0
14,19.991867,-101.358002,2207.0
15,20.018346,-101.358002,2284.0
