punto,lat,lon,elevation
0,17.128599,-96.667281,2126.0
1,17.098806,-96.678838,1634.0
2,17.111732,-96.678838,1877.0
3,17.124657,-96.678838,2253.0
4,17.137583,-96.678838,2522.0
5,17.098806,-96.669252,1676.0
6,17.111732,-96.669252,1843.0
7,17.124657,-96.669252,2023.0
8,17.137583,-96.669252,2492.0
9,17.150508,-96.669252,2961.0
10,17.163433,-96.669252,3222.0
11,17.098806,-96.659666,1665.0
12,17.111732,-96.659666,1825.0
13,17.124657,-96.659666,1970.0
14,17.137583,-96.659666,2160.0
15,17.150508,-96.659666,2706.0
16,17.163433,-96.659666,3139.0
