punto,lat,lon,elevation
0,16.817192,-92.678047,2411.0
1,16.776605,-92.809368,1517.0
2,16.817022,-92.809368,1794.0
3,16.857439,-92.809368,1973.0
4,16.776605,-92.762279,1966.0
5,16.817022,-92.762279,2496.0
6,16.857439,-92.762279,2283.0
7,16.776605,-92.715191,2307.0
8,16.817022,-92.715191,2505.0
9,16.857439,-92.715191,2183.0
10,16.776605,-92.668102,2354.0
11,16.817022,-92.668102,2339.0
12,16.857439,-92.668102,2009.0
13,16.776605,-92.621013,2526.0
14,16.817022,-92.621013,2088.0
15,16.857439,-92.621013,1781.0
16,16.776605,-92.573924,2510.0
17,16.817022,-92.573924,2665.0
