punto,lat,lon,elevation
0,23.402243,-100.138936,1540.0
1,23.299432,-100.286087,1922.0
2,23.367784,-100.286087,1997.0
3,23.436136,-100.286087,1718.0
4,23.504488,-100.286087,1526.0
5,23.367784,-100.21312,1462.0
6,23.436136,-100.21312,1509.0
7,23.504488,-100.21312,1552.0
8,23.299432,-100.140154,1322.0
9,23.367784,-100.140154,1485.0
10,23.436136,-100.140154,1631.0
11,23.504488,-100.140154,2076.0
12,23.436136,-100.067187,1936.0
13,23.504488,-100.067187,2121.0
14,23.436136,-99.99422,1864.0
15,23.504488,-99.99422,1646.0
