punto,lat,lon,elevation
0,16.921973,-97.148368,2342.0
1,16.877627,-97.194525,2039.0
2,16.907042,-97.194525,2028.0
3,16.936457,-97.194525,1761.0
4,16.965872,-97.194525,1884.0
5,16.877627,-97.162332,2116.0
6,16.907042,-97.162332,1829.0
7,16.936457,-97.162332,2003.0
8,16.965872,-97.162332,2075.0
9,16.877627,-97.130139,1964.0
10,16.907042,-97.130139,2337.0
11,16.936457,-97.130139,2044.0
12,16.965872,-97.130139,2189.0
13,16.877627,-97.097946,2123.0
14,16.907042,-97.097946,2617.0
15,16.936457,-97.097946,2689.0
16,16.965872,-97.097946,1955.0
