punto,lat,lon,elevation
0,17.767802,-98.290058,1669.0
1,17.721114,-98.304455,1713.0
2,17.739891,-98.304455,1793.0
3,17.758668,-98.304455,1872.0
4,17.777445,-98.304455,1857.0
5,17.796221,-98.304455,1737.0
6,17.814998,-98.304455,1715.0
7,17.721114,-98.288036,1711.0
8,17.739891,-98.288036,1790.0
9,17.758668,-98.288036,1748.0
10,17.777445,-98.288036,1645.0
11,17.796221,-98.288036,1509.0
12,17.814998,-98.288036,1581.0
13,17.721114,-98.271617,1927.0
14,17.739891,-98.271617,1872.0
15,17.758668,-98.271617,1861.0
