punto,lat,lon,elevation
0,28.528476,-105.090177,1421.0
1,28.379681,-105.370221,1209.0
2,28.528596,-105.370221,1188.0
3,28.67751,-105.370221,1254.0
4,28.379681,-105.212305,1264.0
5,28.528596,-105.212305,1354.0
6,28.67751,-105.212305,1353.0
7,28.379681,-105.054388,1272.0
8,28.528596,-105.054388,1467.0
9,28.67751,-105.054388,1347.0
10,28.379681,-104.896472,1617.0
11,28.528596,-104.896472,1396.0
12,28.67751,-104.896472,1346.0
13,28.379681,-104.738555,1516.0
14,28.528596,-104.738555,1424.0
15,28.67751,-104.738555,1272.0
