punto,lat,lon,elevation
0,27.074753,-106.089033,1872.0
1,27.001502,-106.176817,1909.0
2,27.071854,-106.176817,1712.0
3,27.142207,-106.176817,1711.0
4,26.93115,-106.11148,2000.0
5,27.001502,-106.11148,1809.0
6,27.071854,-106.11148,1826.0
7,27.142207,-106.11148,1959.0
8,26.93115,-106.046144,1897.0
9,27.001502,-106.046144,1890.0
10,27.071854,-106.046144,2153.0
11,27.142207,-106.046144,1875.0
12,27.212559,-106.046144,1636.0
13,26.93115,-105.980807,2090.0
14,27.001502,-105.980807,2200.0
15,27.071854,-105.980807,1860.0
16,27.142207,-105.980807,1712.0
17,27.212559,-105.980807,1589.0
