punto,lat,lon,elevation
0,18.642337,-100.623334,372.0
1,18.560449,-100.722797,585.0
2,18.642299,-100.722797,713.0
3,18.724148,-100.722797,646.0
4,18.805997,-100.722797,678.0
5,18.4786,-100.646619,559.0
6,18.560449,-100.646619,313.0
7,18.642299,-100.646619,393.0
8,18.724148,-100.646619,535.0
9,18.805997,-100.646619,643.0
10,18.4786,-100.570441,273.0
11,18.560449,-100.570441,361.0
12,18.642299,-100.570441,499.0
13,18.724148,-100.570441,395.0
14,18.805997,-100.570441,912.0
15,18.560449,-100.494263,620.0
16,18.642299,-100.494263,1333.0
17,18.724148,-100.494263,652.0
