punto,lat,lon,elevation
0,26.044443,-99.493836,201.0
1,26.04614,-99.576423,265.0
2,26.072879,-99.576423,269.0
3,26.019402,-99.546348,210.0
4,26.04614,-99.546348,260.0
5,26.072879,-99.546348,243.0
6,26.019402,-99.516272,219.0
7,26.04614,-99.516272,238.0
8,26.072879,-99.516272,201.0
9,26.019402,-99.486197,224.0
10,26.04614,-99.486197,186.0
11,26.072879,-99.486197,180.0
12,26.019402,-99.456121,186.0
13,26.04614,-99.456121,165.0
14,26.072879,-99.456121,164.0
15,26.019402,-99.426046,161.0
16,26.04614,-99.426046,152.0
17,26.072879,-99.426046,153.0
