punto,lat,lon,elevation
0,17.188014,-96.497009,2324.0
1,17.127004,-96.520063,2584.0
2,17.15134,-96.520063,2562.0
3,17.175676,-96.520063,2252.0
4,17.200012,-96.520063,2352.0
5,17.224348,-96.520063,2341.0
6,17.127004,-96.499634,2882.0
7,17.15134,-96.499634,2707.0
8,17.175676,-96.499634,2411.0
9,17.200012,-96.499634,2512.0
10,17.224348,-96.499634,2476.0
11,17.248684,-96.499634,2263.0
12,17.127004,-96.479204,2958.0
13,17.15134,-96.479204,2725.0
14,17.175676,-96.479204,2752.0
15,17.200012,-96.479204,2733.0
16,17.224348,-96.479204,2453.0
17,17.248684,-96.479204,2205.0
