punto,lat,lon,elevation
0,26.470747,-100.370706,492.0
1,26.403506,-100.453729,705.0
2,26.476131,-100.453729,466.0
3,26.548755,-100.453729,469.0
4,26.62138,-100.453729,520.0
5,26.403506,-100.386282,481.0
6,26.476131,-100.386282,424.0
7,26.548755,-100.386282,537.0
8,26.62138,-100.386282,865.0
9,26.330882,-100.318835,900.0
10,26.403506,-100.318835,450.0
11,26.476131,-100.318835,473.0
12,26.548755,-100.318835,561.0
13,26.62138,-100.318835,1070.0
14,26.330882,-100.251388,626.0
15,26.403506,-100.251388,651.0
16,26.476131,-100.251388,556.0
