punto,lat,lon,elevation
0,21.398867,-104.942038,1193.0
1,21.35038,-105.096934,301.0
2,21.399079,-105.096934,384.0
3,21.35038,-105.0405,463.0
4,21.399079,-105.0405,503.0
5,21.447777,-105.0405,929.0
6,21.35038,-104.984066,938.0
7,21.399079,-104.984066,1277.0
8,21.447777,-104.984066,1866.0
9,21.35038,-104.927633,1040.0
10,21.399079,-104.927633,1293.0
11,21.447777,-104.927633,1229.0
12,21.35038,-104.871199,1057.0
13,21.399079,-104.871199,929.0
14,21.447777,-104.871199,940.0
15,21.35038,-104.814765,1005.0
16,21.399079,-104.814765,933.0
