punto,lat,lon,elevation
0,21.979268,-100.248197,1397.0
1,21.980108,-100.27153,1344.0
2,22.120792,-100.27153,1664.0
3,21.698741,-100.138984,1189.0
4,21.839424,-100.138984,1473.0
5,21.980108,-100.138984,1125.0
6,22.120792,-100.138984,1127.0
7,21.698741,-100.006438,1086.0
8,21.839424,-100.006438,1013.0
9,22.120792,-100.006438,1016.0
10,22.261475,-100.006438,1035.0
11,21.698741,-99.873892,942.0
12,21.839424,-99.873892,938.0
13,21.980108,-99.873892,1046.0
14,22.120792,-99.873892,1054.0
15,22.261475,-99.873892,1047.0
