punto,lat,lon,elevation
0,28.415575,-108.925455,1595.0
1,28.29737,-109.240198,612.0
2,28.413208,-109.240198,771.0
3,28.529046,-109.240198,1288.0
4,28.29737,-109.113448,1666.0
5,28.413208,-109.113448,1209.0
6,28.529046,-109.113448,1008.0
7,28.29737,-108.986699,1977.0
8,28.413208,-108.986699,1768.0
9,28.529046,-108.986699,1308.0
10,28.29737,-108.859949,1590.0
11,28.413208,-108.859949,1585.0
12,28.529046,-108.859949,1632.0
13,28.29737,-108.7332,1487.0
14,28.413208,-108.7332,1505.0
15,28.413208,-108.60645,1587.0
16,28.529046,-108.60645,1718.0
