punto,lat,lon,elevation
0,17.625984,-97.079398,2340.0
1,17.596118,-97.112685,2635.0
2,17.618539,-97.112685,2527.0
3,17.640959,-97.112685,2261.0
4,17.596118,-97.094082,2750.0
5,17.618539,-97.094082,2481.0
6,17.640959,-97.094082,2061.0
7,17.663379,-97.094082,2070.0
8,17.596118,-97.07548,2479.0
9,17.618539,-97.07548,2359.0
10,17.640959,-97.07548,2334.0
11,17.663379,-97.07548,1835.0
12,17.596118,-97.056877,2179.0
13,17.618539,-97.056877,2383.0
14,17.640959,-97.056877,2443.0
15,17.663379,-97.056877,2296.0
