punto,lat,lon,elevation
0,19.394642,-100.142677,2609.0
1,19.335666,-100.209786,2295.0
2,19.374977,-100.209786,3090.0
3,19.414289,-100.209786,3341.0
4,19.335666,-100.167448,2655.0
5,19.374977,-100.167448,2463.0
6,19.414289,-100.167448,2752.0
7,19.453601,-100.167448,2920.0
8,19.374977,-100.125111,2484.0
9,19.414289,-100.125111,2582.0
10,19.453601,-100.125111,2731.0
11,19.335666,-100.082773,2591.0
12,19.374977,-100.082773,2515.0
13,19.414289,-100.082773,2517.0
14,19.335666,-100.040436,2598.0
15,19.374977,-100.040436,2736.0
