punto,lat,lon,elevation
0,23.015296,-102.793239,2189.0
1,22.985875,-102.872485,2317.0
2,23.015057,-102.872485,2311.0
3,23.044238,-102.872485,2331.0
4,22.985875,-102.840634,2265.0
5,23.015057,-102.840634,2234.0
6,23.044238,-102.840634,2250.0
7,22.985875,-102.808783,2235.0
8,23.015057,-102.808783,2214.0
9,23.044238,-102.808783,2204.0
10,22.985875,-102.776933,2181.0
11,23.015057,-102.776933,2170.0
12,23.044238,-102.776933,2158.0
13,22.985875,-102.745082,2156.0
14,23.015057,-102.745082,2150.0
15,23.044238,-102.745082,2132.0
16,22.985875,-102.713231,2148.0
17,23.015057,-102.713231,2127.0
18,23.044238,-102.713231,2109.0
