punto,lat,lon,elevation
0,17.391259,-97.226086,2126.0
1,17.375614,-97.241105,2023.0
2,17.386751,-97.241105,2039.0
3,17.397888,-97.241105,2036.0
4,17.409024,-97.241105,2026.0
5,17.375614,-97.230648,2123.0
6,17.386751,-97.230648,2102.0
7,17.397888,-97.230648,2051.0
8,17.409024,-97.230648,2069.0
9,17.375614,-97.220192,2116.0
10,17.386751,-97.220192,2070.0
11,17.397888,-97.220192,2097.0
12,17.409024,-97.220192,2114.0
13,17.375614,-97.209735,2165.0
14,17.386751,-97.209735,2121.0
15,17.397888,-97.209735,2108.0
16,17.409024,-97.209735,2141.0
