punto,lat,lon,elevation
0,22.901,-100.295714,1380.0
1,22.633639,-100.472126,1884.0
2,22.768985,-100.472126,1431.0
3,22.904331,-100.472126,1415.0
4,23.039677,-100.472126,1318.0
5,23.175023,-100.472126,1492.0
6,22.633639,-100.318501,1710.0
7,22.768985,-100.318501,1811.0
8,22.904331,-100.318501,1339.0
9,23.039677,-100.318501,1614.0
10,23.175023,-100.318501,2034.0
11,22.633639,-100.164877,1227.0
12,22.768985,-100.164877,1191.0
13,22.904331,-100.164877,1197.0
14,23.039677,-100.164877,1295.0
15,23.175023,-100.164877,1219.0
