punto,lat,lon,elevation
0,15.677837,-92.661631,1480.0
1,15.632314,-92.73367,1626.0
2,15.662739,-92.73367,1714.0
3,15.632314,-92.700998,1869.0
4,15.662739,-92.700998,1154.0
5,15.693163,-92.700998,1204.0
6,15.632314,-92.668326,1644.0
7,15.662739,-92.668326,1200.0
8,15.693163,-92.668326,1060.0
9,15.723587,-92.668326,1877.0
10,15.632314,-92.635654,1686.0
11,15.662739,-92.635654,1240.0
12,15.693163,-92.635654,1224.0
13,15.723587,-92.635654,1274.0
14,15.662739,-92.602982,930.0
15,15.693163,-92.602982,1150.0
16,15.723587,-92.602982,884.0
