punto,lat,lon,elevation
0,17.700668,-93.197799,34.0
1,17.671635,-93.327445,44.0
2,17.729699,-93.327445,62.0
3,17.787764,-93.327445,61.0
4,17.61357,-93.264343,89.0
5,17.671635,-93.264343,59.0
6,17.729699,-93.264343,66.0
7,17.787764,-93.264343,49.0
8,17.61357,-93.201241,129.0
9,17.671635,-93.201241,65.0
10,17.729699,-93.201241,30.0
11,17.61357,-93.138138,29.0
12,17.671635,-93.138138,19.0
13,17.729699,-93.138138,13.0
14,17.671635,-93.075036,17.0
15,17.729699,-93.075036,16.0
16,17.787764,-93.075036,13.0
