punto,lat,lon,elevation
0,16.668453,-96.889595,2051.0
1,16.656571,-96.925362,1985.0
2,16.680118,-96.925362,2318.0
3,16.703664,-96.925362,2347.0
4,16.633024,-96.902911,1851.0
5,16.656571,-96.902911,2255.0
6,16.680118,-96.902911,2176.0
7,16.703664,-96.902911,2042.0
8,16.633024,-96.88046,2231.0
9,16.656571,-96.88046,1774.0
10,16.680118,-96.88046,1784.0
11,16.703664,-96.88046,1707.0
12,16.633024,-96.858009,1480.0
13,16.656571,-96.858009,1493.0
14,16.680118,-96.858009,1489.0
15,16.703664,-96.858009,1491.0
