punto,lat,lon,elevation
0,21.490717,-103.590364,2193.0
1,21.470683,-103.654517,2226.0
2,21.510571,-103.654517,2171.0
3,21.550459,-103.654517,2202.0
4,21.430794,-103.607569,1939.0
5,21.470683,-103.607569,2226.0
6,21.510571,-103.607569,2146.0
7,21.550459,-103.607569,2256.0
8,21.430794,-103.560621,1954.0
9,21.470683,-103.560621,2096.0
10,21.510571,-103.560621,2157.0
11,21.550459,-103.560621,2131.0
12,21.430794,-103.513673,2042.0
13,21.470683,-103.513673,2046.0
14,21.510571,-103.513673,2165.0
15,21.550459,-103.513673,2110.0
