punto,lat,lon,elevation
0,18.509674,-98.622057,1085.0
1,18.442736,-98.678146,1013.0
2,18.487443,-98.678146,1011.0
3,18.532149,-98.678146,1057.0
4,18.576856,-98.678146,1180.0
5,18.442736,-98.639524,1175.0
6,18.487443,-98.639524,1059.0
7,18.532149,-98.639524,1123.0
8,18.576856,-98.639524,1287.0
9,18.442736,-98.600901,1540.0
10,18.487443,-98.600901,1095.0
11,18.532149,-98.600901,1171.0
12,18.576856,-98.600901,1242.0
13,18.442736,-98.562278,1666.0
14,18.487443,-98.562278,1247.0
15,18.532149,-98.562278,1144.0
