punto,lat,lon,elevation
0,18.486203,-89.657571,219.0
1,18.084113,-90.023296,226.0
2,18.353591,-90.023296,201.0
3,18.623068,-90.023296,150.0
4,18.892545,-90.023296,74.0
5,18.084113,-89.797779,259.0
6,18.353591,-89.797779,219.0
7,18.623068,-89.797779,135.0
8,18.892545,-89.797779,114.0
9,18.084113,-89.572262,305.0
10,18.353591,-89.572262,288.0
11,18.623068,-89.572262,278.0
12,18.892545,-89.572262,251.0
13,18.084113,-89.346746,258.0
14,18.353591,-89.346746,257.0
15,18.623068,-89.346746,262.0
16,18.892545,-89.346746,200.0
