punto,lat,lon,elevation
0,20.466809,-102.923029,1557.0
1,20.423461,-103.043719,1528.0
2,20.465663,-103.043719,1838.0
3,20.423461,-102.996117,1524.0
4,20.465663,-102.996117,1646.0
5,20.507864,-102.996117,1666.0
6,20.423461,-102.948516,1527.0
7,20.465663,-102.948516,1616.0
8,20.423461,-102.900914,1536.0
9,20.465663,-102.900914,1546.0
10,20.507864,-102.900914,1616.0
11,20.423461,-102.853312,1649.0
12,20.465663,-102.853312,1549.0
13,20.507864,-102.853312,1777.0
14,20.423461,-102.805711,1783.0
15,20.465663,-102.805711,1541.0
16,20.507864,-102.805711,1696.0
