punto,lat,lon,elevation
0,19.119324,-98.706713,2893.0
1,19.087325,-98.785978,2486.0
2,19.119281,-98.785978,2460.0
3,19.151237,-98.785978,2460.0
4,19.087325,-98.75388,2546.0
5,19.119281,-98.75388,2499.0
6,19.151237,-98.75388,2509.0
7,19.087325,-98.721783,2707.0
8,19.119281,-98.721783,2714.0
9,19.151237,-98.721783,2806.0
10,19.087325,-98.689685,3123.0
11,19.119281,-98.689685,3595.0
12,19.151237,-98.689685,3407.0
13,19.087325,-98.657587,3589.0
14,19.119281,-98.657587,3883.0
15,19.151237,-98.657587,3847.0
