punto,lat,lon,elevation
0,19.626127,-100.636749,2733.0
1,19.468374,-100.782714,2108.0
2,19.54719,-100.782714,2150.0
3,19.704822,-100.782714,2681.0
4,19.468374,-100.708569,2395.0
5,19.54719,-100.708569,2630.0
6,19.626006,-100.708569,2666.0
7,19.704822,-100.708569,2405.0
8,19.783637,-100.708569,2827.0
9,19.468374,-100.634425,1847.0
10,19.54719,-100.634425,2615.0
11,19.626006,-100.634425,2644.0
12,19.704822,-100.634425,2125.0
13,19.783637,-100.634425,2966.0
14,19.626006,-100.56028,2483.0
15,19.704822,-100.56028,2121.0
16,19.783637,-100.56028,2623.0
