punto,lat,lon,elevation
0,19.894758,-101.344081,1851.0
1,19.848519,-101.410808,2228.0
2,19.87928,-101.410808,2127.0
3,19.910041,-101.410808,2439.0
4,19.940801,-101.410808,2623.0
5,19.848519,-101.379834,2133.0
6,19.87928,-101.379834,1948.0
7,19.910041,-101.379834,2156.0
8,19.940801,-101.379834,2418.0
9,19.848519,-101.34886,2142.0
10,19.87928,-101.34886,2014.0
11,19.910041,-101.34886,1901.0
12,19.940801,-101.34886,2246.0
13,19.87928,-101.317886,2034.0
14,19.910041,-101.317886,1839.0
15,19.940801,-101.317886,1836.0
