punto,lat,lon,elevation
0,19.38047,-99.163243,2250.0
1,19.366347,-99.181941,2271.0
2,19.375776,-99.181941,2263.0
3,19.385205,-99.181941,2266.0
4,19.394634,-99.181941,2260.0
5,19.366347,-99.171741,2259.0
6,19.375776,-99.171741,2257.0
7,19.385205,-99.171741,2260.0
8,19.394634,-99.171741,2259.0
9,19.366347,-99.161542,2247.0
10,19.375776,-99.161542,2249.0
11,19.385205,-99.161542,2248.0
12,19.394634,-99.161542,2247.0
13,19.366347,-99.151342,2246.0
14,19.375776,-99.151342,2242.0
15,19.385205,-99.151342,2242.0
16,19.394634,-99.151342,2239.0
17,19.366347,-99.141142,2242.0
18,19.375776,-99.141142,2241.0
19,19.385205,-99.141142,2237.0
20,19.394634,-99.141142,2238.0
