punto,lat,lon,elevation
0,27.901004,-105.052485,1323.0
1,27.829051,-105.236681,1309.0
2,27.900471,-105.236681,1236.0
3,27.829051,-105.156888,1226.0
4,27.900471,-105.156888,1250.0
5,27.971892,-105.156888,1341.0
6,27.829051,-105.077095,1328.0
7,27.900471,-105.077095,1301.0
8,27.971892,-105.077095,1263.0
9,27.829051,-104.997301,1507.0
10,27.900471,-104.997301,1370.0
11,27.971892,-104.997301,1313.0
12,27.829051,-104.917508,1391.0
13,27.900471,-104.917508,1286.0
14,27.971892,-104.917508,1271.0
15,27.900471,-104.837715,1314.0
