punto,lat,lon,elevation
0,18.80428,-97.907921,1932.0
1,18.786294,-97.92099,1840.0
2,18.798273,-97.92099,1890.0
3,18.810253,-97.92099,1912.0
4,18.822233,-97.92099,1952.0
5,18.834213,-97.92099,1974.0
6,18.774314,-97.910544,1892.0
7,18.786294,-97.910544,1901.0
8,18.798273,-97.910544,1917.0
9,18.810253,-97.910544,1939.0
10,18.822233,-97.910544,1951.0
11,18.834213,-97.910544,1971.0
12,18.786294,-97.900098,1903.0
13,18.798273,-97.900098,1915.0
14,18.810253,-97.900098,1936.0
15,18.822233,-97.900098,1952.0
16,18.834213,-97.900098,1967.0
