punto,lat,lon,elevation
0,18.185094,-96.912462,1748.0
1,18.175646,-96.919983,1741.0
2,18.181871,-96.919983,1803.0
3,18.188095,-96.919983,1896.0
4,18.175646,-96.914829,1693.0
5,18.181871,-96.914829,1650.0
6,18.188095,-96.914829,1800.0
7,18.194319,-96.914829,2041.0
8,18.175646,-96.909675,1605.0
9,18.181871,-96.909675,1627.0
10,18.188095,-96.909675,1803.0
11,18.194319,-96.909675,1926.0
12,18.175646,-96.904522,1686.0
13,18.181871,-96.904522,1519.0
14,18.188095,-96.904522,1639.0
15,18.194319,-96.904522,1816.0
