punto,lat,lon,elevation
0,17.803908,-97.481659,2393.0
1,17.788288,-97.497988,2294.0
2,17.798838,-97.497988,2462.0
3,17.809388,-97.497988,2273.0
4,17.819938,-97.497988,2347.0
5,17.788288,-97.48545,2241.0
6,17.798838,-97.48545,2293.0
7,17.809388,-97.48545,2365.0
8,17.819938,-97.48545,2206.0
9,17.788288,-97.472912,2279.0
10,17.798838,-97.472912,2191.0
11,17.809388,-97.472912,2187.0
12,17.819938,-97.472912,2170.0
13,17.798838,-97.460374,2271.0
14,17.809388,-97.460374,2170.0
15,17.819938,-97.460374,2204.0
