punto,lat,lon,elevation
0,16.94168,-94.358667,595.0
1,16.818431,-94.766816,336.0
2,16.941875,-94.766816,196.0
3,16.818431,-94.616918,676.0
4,16.941875,-94.616918,245.0
5,17.06532,-94.616918,416.0
6,16.818431,-94.46702,1004.0
7,16.941875,-94.46702,533.0
8,17.06532,-94.46702,455.0
9,16.818431,-94.317121,1044.0
10,16.941875,-94.317121,792.0
11,17.06532,-94.317121,502.0
12,16.818431,-94.167223,1111.0
13,16.941875,-94.167223,1227.0
14,17.06532,-94.167223,323.0
15,16.818431,-94.017325,594.0
16,16.941875,-94.017325,848.0
17,17.06532,-94.017325,1046.0
