punto,lat,lon,elevation
0,19.628174,-100.300812,2637.0
1,19.619749,-100.337036,2322.0
2,19.636428,-100.337036,2352.0
3,19.653107,-100.337036,2429.0
4,19.60307,-100.319018,2714.0
5,19.619749,-100.319018,2378.0
6,19.636428,-100.319018,2531.0
7,19.653107,-100.319018,2595.0
8,19.60307,-100.300999,2610.0
9,19.619749,-100.300999,2664.0
10,19.636428,-100.300999,2706.0
11,19.653107,-100.300999,2922.0
12,19.60307,-100.282981,2913.0
13,19.619749,-100.282981,2624.0
14,19.636428,-100.282981,2956.0
15,19.653107,-100.282981,3071.0
16,19.60307,-100.264962,3251.0
17,19.619749,-100.264962,3099.0
18,19.636428,-100.264962,2905.0
19,19.653107,-100.264962,3186.0
