punto,lat,lon,elevation
0,17.076142,-97.29215,1294.0
1,17.045722,-97.32152,1712.0
2,17.066112,-97.32152,1361.0
3,17.086501,-97.32152,1260.0
4,17.106891,-97.32152,1342.0
5,17.045722,-97.304664,1622.0
6,17.066112,-97.304664,1315.0
7,17.086501,-97.304664,1284.0
8,17.106891,-97.304664,1445.0
9,17.045722,-97.287807,1459.0
10,17.066112,-97.287807,1281.0
11,17.086501,-97.287807,1430.0
12,17.106891,-97.287807,1463.0
13,17.066112,-97.270951,1458.0
14,17.086501,-97.270951,1590.0
15,17.106891,-97.270951,1616.0
