punto,lat,lon,elevation
0,30.430434,-110.631776,1175.0
1,30.279666,-110.752756,958.0
2,30.379486,-110.752756,947.0
3,30.479306,-110.752756,1052.0
4,30.579127,-110.752756,1405.0
5,30.279666,-110.665585,1053.0
6,30.379486,-110.665585,950.0
7,30.479306,-110.665585,997.0
8,30.579127,-110.665585,1215.0
9,30.279666,-110.578413,1286.0
10,30.379486,-110.578413,998.0
11,30.479306,-110.578413,1194.0
12,30.579127,-110.578413,1262.0
13,30.279666,-110.491241,1109.0
14,30.379486,-110.491241,1103.0
15,30.479306,-110.491241,1384.0
