punto,lat,lon,elevation
0,20.364816,-98.372937,2200.0
1,20.32753,-98.431671,2173.0
2,20.352842,-98.431671,2285.0
3,20.32753,-98.404793,2147.0
4,20.352842,-98.404793,2231.0
5,20.378155,-98.404793,2336.0
6,20.32753,-98.377915,2122.0
7,20.352842,-98.377915,2166.0
8,20.378155,-98.377915,2224.0
9,20.32753,-98.351038,2175.0
10,20.352842,-98.351038,2270.0
11,20.378155,-98.351038,2274.0
12,20.403468,-98.351038,1281.0
13,20.352842,-98.32416,2400.0
14,20.378155,-98.32416,1660.0
15,20.403468,-98.32416,1527.0
