punto,lat,lon,elevation
0,19.25569,-99.987148,2513.0
1,19.209266,-100.054283,2413.0
2,19.240162,-100.054283,2309.0
3,19.271058,-100.054283,2432.0
4,19.301954,-100.054283,2669.0
5,19.209266,-100.015773,2747.0
6,19.240162,-100.015773,2654.0
7,19.271058,-100.015773,2436.0
8,19.209266,-99.977264,2919.0
9,19.240162,-99.977264,2755.0
10,19.271058,-99.977264,2713.0
11,19.301954,-99.977264,2763.0
12,19.209266,-99.938754,2929.0
13,19.240162,-99.938754,3051.0
14,19.271058,-99.938754,2996.0
15,19.301954,-99.938754,3085.0
