punto,lat,lon,elevation
0,20.396803,-101.258534,1744.0
1,20.306568,-101.396527,1799.0
2,20.36672,-101.396527,1760.0
3,20.306568,-101.332928,1885.0
4,20.36672,-101.332928,1726.0
5,20.426872,-101.332928,1708.0
6,20.487024,-101.332928,1714.0
7,20.306568,-101.269328,2336.0
8,20.36672,-101.269328,1830.0
9,20.426872,-101.269328,1742.0
10,20.487024,-101.269328,1705.0
11,20.306568,-101.205728,1974.0
12,20.36672,-101.205728,1787.0
13,20.426872,-101.205728,1717.0
14,20.306568,-101.142129,1872.0
15,20.36672,-101.142129,1727.0
16,20.426872,-101.142129,1717.0
