punto,lat,lon,elevation
0,17.185199,-92.998921,1856.0
1,17.166453,-93.02149,1337.0
2,17.184548,-93.02149,1332.0
3,17.202643,-93.02149,1482.0
4,17.220739,-93.02149,1356.0
5,17.148357,-93.004371,1915.0
6,17.166453,-93.004371,1691.0
7,17.184548,-93.004371,1870.0
8,17.202643,-93.004371,1354.0
9,17.220739,-93.004371,1114.0
10,17.166453,-92.987252,1688.0
11,17.184548,-92.987252,1957.0
12,17.202643,-92.987252,1665.0
13,17.220739,-92.987252,1557.0
14,17.166453,-92.970133,1837.0
15,17.184548,-92.970133,1915.0
16,17.202643,-92.970133,2059.0
17,17.220739,-92.970133,1552.0
