Lon,Lat,Clave,Edo,Est,Tmin
-102.32,21.7,MMAS,AGS,Aeropuerto Internacional de Aguascalientes Ags.*,7.1
-102.37,21.78,NGRAG,AGS,El Ni·gara Ags.,3.8
-102.79,21.81,MNLAG,AGS,Media Luna Ags.,3.3
-102.29,21.85,OBSAG,AGS,Observatorio de Aguascalientes Ags.,7.7
-102.31,21.9,AGSAG,AGS,Aguascalientes Ags.,7.7
-101.99,21.9,CNSAG,AGS,Los Conos Ags.,3.9
-102.68,22,CDRAG,AGS,La Codorniz Ags.,9.0
-102.36,22.12,JCQAG,AGS,Jocoque Ags.,8.2
-102.42,22.14,PECAG,AGS,Plutarco ElÌas Calles Ags.,8.8
-102.28,22.15,PBLAG,AGS,PabellÛn Ags.,5.8
-102.46,22.19,P50ANIV,AGS,Presa Cincuenta Aniversario Ags. SMN*,8.7
-102.14,22.2,PTOAG,AGS,Puerto de la ConcepciÛn Ags.,9.2
-102.44,22.24,PTRAG,AGS,Derivadora PabellÛn Ags.,8.3
-102.61,22.27,SIERRAFRIA,AGS,Sierra FrÌa Ags. SMN*,4.9
-102.3,22.36,CSOAG,AGS,CosÌo Ags.,0.2
-102.29,21.85,AGUASCALIENTESo,AGS,Observatorio de Aguascalientes Ags. SGT*,7.5
-102.46,22.19,ANVAG,AGS,Cincuenta Aniversario Ags.,8.7
-114.72,29.73,CATAVINA,BC,CataviÒa B.C. SMN*,8.4
-116.6,31.89,ELZBN,BC,Emilio LÛpez Zamora B.C.,9.2
-116.2,32.27,AGHBN,BC,Agua Hechicera B.C.,1.5
-116.91,32.44,ALRBN,BC,Abelardo L. RodrÌguez B.C.,9.6
-116.83,32.47,EFLBN,BC,El Florido B.C.,8.4
-116.7,32.48,CRRBN,BC,El Carrizo B.C.,9.1
-114.73,32.7,PDMBN,BC,Presa derivadora Morelos B.C.,11.6
-115.27,32.39,MXCBN,BC,Mexicali B.C.,13.2
-115.93,30.52,ENBBN,BC,San QuintÌn B.C.,8.5
-115.94,30.53,SQNBN,BC,San QuintÌn B.C. SMN*,8.9
-116.6,31.89,PLOPEZZAMORA,BC,Presa Emilio LÛpez Zamora B.C. SMN*,10.0
-117.07,32.38,PLAYAROSARITO,BC,Playa Rosarito B.C. SMN*,10.2
-116.91,32.45,PABELARLRDGZ2,BC,Abelardo L. RodrÌguez. 2 B.C. SMN*,10.7
-116.66,32.57,TECATE,BC,Tecate B.C. SMN*,7.5
-114.85,31.03,SFLBN,BC,Observatorio de San Felipe B.C.,12.1
-115.15,32.41,ENLBN,BC,Observatorio de Ejido Nuevo LeÛn B.C.,9.6
-115.29,32.67,MEXBN,BC,Mexicali B.C. SMN*,13.2
-115.5,31.1,ISANPEDR1,BC,San Pedro M·rtir B.C. UNAM*,-0.8
-116.97,32.54,MMTJ,BC,Aeropuerto Internacional de Tijuana B.C.*,9.4
-115.25,32.63,MMML,BC,Aeropuerto Internacional de Mexicali B.C.*,11.1
-115.92,32.04,CONST1857,BC,ConstituciÛn de 1857 B.C. SMN*,-1.2
-114.83,30.99,SANFELIPEMAR,BC,San Felipe B.C. SEMAR*,11.7
-117.25,32.42,ISLACORONADOMAR,BC,Isla Coronado B.C. SEMAR*,11.5
-116.21,32.27,RUMOROSA,BC,La Rumorosa B.C. SMN*,1.2
-115.19,32.41,ENVOLEONob,BC,Observatorio del Ejido Nuevo LeÛn B.C. SMN*,10.0
-114.83,31.03,SFELIPEob,BC,Observatorio de San Felipe B.C. SMN*,12.4
-111.35,26.01,BLORETO,BCS,BahÌa de Loreto B.C.S. SMN*,14.2
-109.92,22.89,SANLUCAS,BCS,Cabo San Lucas B.C.S. SMN*,16.9
-109.92,22.89,SLUBS,BCS,Cabo San Lucas B.C.S. SMN*,17.0
-109.93,22.9,CSLBS,BCS,Cabo San Lucas B.C.S.,11.7
-109.71,23.12,SJCBS,BCS,San JosÈ del Cabo B.C.S.,12.2
-110.21,23.48,TSNBS,BCS,Todos Santos B.C.S.,12.1
