Lon,Lat,Clave,Edo,Est,Tmin
-89.68,20.65,ABAYC,YUC,"Abalá, Yuc.",13.3
-101.54,20.45,ABSGJ,GTO,"Abasolo, Gto.",10.8
-98.39,24.07,ABSTP,TAMP,"Abasolo, Tamps.",12.3
-92.8,16.55,ACACP,CHIS,"Acala, Chis.",16.4
-99.91,16.85,ACAGR,GRO,"Acapulco, Gro.",24.4
-105.35,22.49,ACANR,NAY,"Acaponeta, Nay.",12.3
-96.84,19.7,ACAVC,VER,"Acatlán, Ver.",7.3
-98.83,18.95,ACHMR,MOR,"Achichipico, Mor.",12
-97.42,19.45,ACHPB,PUE,"Alchichilca, Pue.",3.1
-103.23,22.33,ACHZC,JAL,"Achimec, Jal.",3.8
-97.93,19.06,ACJPB,PUE,"Acajete, Pue.",1.2
-100.71,20.03,ACNGJ,GTO,"Acámbaro, Gto.",8.3
-110.23,29.82,ACNSO,SON,"Aconchi, Son.",7.5
-98.91,19.64,ACOSE,MEX,"Acolman, Méx. SGIRPC*",6.1
-98.94,20.27,ACTHD,HGO,"Actopan, Hgo.",3.9
-106.65,24.05,ACTSI,SIN,"Acatitán, Sin.",9.1
-96.59,19.5,ACTVC,VER,"Actopan, Ver.",15.7
-100.84,28.34,ADLCL,COAH,"Allende, Coah.",9.4
-98.06,18.28,ADOPB,PUE,"Acatlán de Osorio, Pue.",22.5
-100.68,20.53,AEGGJ,GTO,"Apaseo el Grande, Gto.",9
-99.52,17.58,AERGR,GRO,"Observatorio de Chilpancingo Aeropuerto, Gro.",14.9
-98.14,18.94,AFRPB,PUE,"Áfricam, Pue.",10.5
-116.2,32.27,AGHBN,BC,"Agua Hechicera, B.C.",3.2
-102.31,21.9,AGSAG,AGS,"Aguascalientes, Ags.",7.8
-107.48,28.48,AGZCH,CHIH,"Abraham González, Chih.",-0.1
-99.15,22.99,AHLTP,TAMP,"Ahualulco, Tamps.",14.6
-98.15,20.03,AHUPB,PUE,"Ahuazontepec, Pue.",3.2
-102.44,21.6,AJJJL,JAL,"Ajojúcar, Jal.",2.1
-98.56,21.97,AJTSL,SLP,"Las Adjuntas, S.L.P.",15.4
-100.01,25.27,AL2NL,NL,"Allende Dos, N. L.",9.5
-107.38,25.09,AL2SI,SIN,"El Varejonal hidrométrica, Sin.",12.6
-97.68,20.93,ALAVC,VER,"Álamo Temapache, Ver.",16.8
-102.59,22.18,ALMAG,AGS,"Alamitos, Ags.",3.9
-116.91,32.44,ALRBN,BC,"Abelardo L. Rodríguez, B.C.",9.9
-111.73,30.72,ALTSO,SON,"Observatorio de Altar, Son.",10.6
-97.23,19.76,ALTVC,VER,"Altotonga, Ver.",9.3
-99.26,18.73,ALUMR,MOR,"Alpuyeca, Mor.",12.9
-100.58,20.55,AMCGJ,GTO,"Ameche, Gto.",6.7
-99.38,18.6,AMCMR,MOR,"Amacuzac, Mor.",11.6
-98.77,18.76,AMIMR,MOR,"Amilcingo, Mor.",11.9
-101.06,29.45,AMSCL,COAH,"Internacional La Amistad, Coah.",9.9
-92.78,16.4,ANGCP,CHIS,"Doctor Belisario Domínguez, Chis.",16.9
-100.13,27.24,ANHNL,NL,"Anáhuac, N.L.",13
-102.46,22.19,ANVAG,AGS,"Cincuenta Aniversario, Ags.",5.8
-109.89,27.82,AOBSO,SON,"Álvaro Obregón, Son.",15.4
-97.84,20.41,APAPB,PUE,"Apapantilla, Pue.",14.3
-104.49,26.23,APRDR,DGO,"Ing. Benjamín Ortega Cantero, Dgo.",5.7
-100.62,20.45,APSGJ,GTO,"Apaseo el Alto, Gto.",8.5
-109.54,31.33,APTSO,SON,"Agua Prieta, Son.",5.8
-100.93,25.56,ARACL,COAH,"Ramos Arizpe Aeropuerto, Coah.",9.2
-108.7,25.7,ARCSI,SIN,"Adolfo Ruíz Cortínes, Sin.",10.9
-109.11,27.23,ARCSO,SON,"Adolfo Ruíz Cortínes, Son.",13.1
-95.44,18.58,ARCVC,VER,"Ángel Rosario Cabada, Ver.",18
-109.09,30.07,ARISO,SON,"Aribabi, Son.",4.2
-93.9,16.24,AROCP,CHIS,"Observatorio de Arriaga, Chis.",19.2
-99.82,24.1,ARRNL,NL,"Aramberri, N.L.",10.3
-110.17,30.34,ARZSO,SON,"Arizpe, Son.",2.5
-99.91,24.32,ASCNL,NL,"La Ascensión, N.L.",3.1
-101.63,20.5,ATBGJ,GTO,"Agua Tibia, Gto.",7.6
-98.35,21.02,ATCHD,HGO,"Atlapexco, Hgo.",15
-98.91,19.54,ATEMX,MEX,"Atenco, Méx.",8
-96.53,17.43,ATEOX,OAX,"Atepec, Oax.",8.7
-103.46,21.81,ATGZC,ZAC,"Atolinga, Zac.",2.3
-98.93,18.95,ATLMR,MOR,"Atlatlahucan, Mor.",13.2
-98.42,18.92,ATXPB,PUE,"Atlixco, Pue.",10.3
-96.72,19.71,ATZVC,VER,"Atzalan, Ver.",5.3
-97.88,20.39,AVCPB,PUE,"Ávila Camacho, Pue.",16.1
-107.47,25.03,AWSSI,SIN,"Andrew Weiss, Sin.",9.4
-99.1,16.95,AYUGR,GRO,"Ayutla, Gro.",21.4
-107.26,28.77,BACCH,CHIH,"Bachíniva, Chih.",1.5
-96.72,17.07,BAEOX,OAX,"Base Aérea, Oax.",11.4
-97.93,22.39,BALTP,TAMP,"Bombas Altamira, Tamps.",18
-96.94,19.59,BANVC,VER,"Banderilla, Ver.",8.9
-100.41,20.5,BATQT,QRO,"El Batán, Qro.",5.8
-104.06,19.91,BBAJL,JAL,"Basilio Vadillo, Jal.",15.1
-110.24,30.6,BCNSO,SON,"Bacanuchi, Son.",2.9
-108.93,30.36,BCRSO,SON,"Bacerac, Son.",6.4
-103.72,22.41,BCSJL,JAL,"Bocas, Jal.",5.1
-91.48,17.43,BDCTB,TAB,"Boca del Cerro, Tab.",19.7
-98.11,18.91,BDDPB,PUE,"Manuel Ávila Camacho, Pue.",5.3
-89.22,19.88,BECYC,YUC,"Becanchén, Yuc.",11.9
-98.96,21.75,BLMSL,SLP,"Ballesmi, S.L.P.",15.2
-110.22,30,BNMSO,SON,"Banamichi, Son.",10
-89.74,20,BOLCA,CAMP,"Bolonchén, Camp.",19.3
-93.15,16.64,BOQCP,CHIS,"Boquerón, Chis.",18
-95.93,16.65,BOQOX,OAX,"Boquilla 1, Oax.",14.9
-99.12,24.08,BR1TP,TAMP,"El Barretal Uno, Tamps.",11.4
-96.93,19.48,BRIVC,VER,"Briones, Ver.",9.3
-101.84,21.05,BRRGJ,GTO,"El Barrial, Gto.",5.6
-108.21,28.21,BSSCH,CHIH,"Basaseachi, Chih.",-2
-102.95,22.82,BTEZC,ZAC,"Ramón López Velarde, Zac.",4.9
-107.72,27.03,BTPCH,CHIH,"Batopilas, Chih.",15.9
-107.9,27.9,BTVCH,CHIH,"Batovira, Chih.",3.8
-103.61,19.25,BVSCM,COL,"Buenavista, Col.",14.8
-99.4,18.46,BVSGR,GRO,"Buena Vista, Gro.",16.3
-99.74,24.99,CABNL,NL,"Cabezones, N.L.",10
-92.72,15.35,CACCP,CHIS,"Cacaluta, Chis.",20
-95.74,18.37,CACVC,VER,"Carlos Arturo Carrillo, Ver.",20.3
-107.93,30.38,CAGCH,CHIH,"Observatorio de Nuevo Casas Grandes, Chih.",5
-104.7,24,CAGDR,DGO,"Campo Agrícola, Dgo.",3.6
-100.66,18.36,CALGR,GRO,"Ciudad Altamirano, Gro.",20.4
-99.7,19.33,CALMX,MEX,"Calixtlahuaca, Méx.",2.6
-99.58,24.87,CAMNL,NL,"Camacho, N.L.",12.7
-90.58,19.3,CANCA,CAMP,"Canasayab, Camp.",18
-86.82,21.16,CANQR,QROO,"Cancún, Q. Roo.",18.6
-89.08,20.46,CANYC,YUC,"Cantamayec, Yuc.",18
-105.11,21.83,CAPNR,NAY,"Capomal, Nay.",14.5
-91.76,18.65,CARCA,CAMP,"El Carmen, Camp.",21.5
-99.44,24.98,CARNL,NL,"Carmen de los Elizondo Linares, N.L.",11.5
-93.38,18,CARTB,TAB,"Cárdenas, Tab.",18.6
-92.48,16.31,CASCP,CHIS,"Cascajal, Chis.",15.9
-87.86,20.72,CATYC,YUC,"Catzín, Yuc.",16.5
-104.8,24.52,CB2DR,DGO,"Caboraca hidrométrica, Dgo.",5.8
-101.46,20.32,CBLMC,MICH,"Casa Blanca, Mich.",6.6
-104.81,24.54,CBRDR,DGO,"Caboraca, Dgo.",5.8
-102.06,26.98,CCGCL,COAH,"Cuatro Ciénegas, Coah.",9.2
-99.7,17.67,CCHGR,GRO,"Chichihualco, Gro.",14.1
-99.28,25.71,CCHNL,NL,"Cuchillo Solidaridad, N.L.",14.2
-95.8,18.3,CCLVC,VER,"Chacaltianguis, Ver.",20.2
-111.66,25.01,CCNBS,BCS,"Observatorio de Ciudad Constitución, B.C.S.",10.3
-105.17,27.69,CCOCH,CHIH,"Ciudad Camargo, Chih.",7.5
-109.62,27.42,CCRSO,SON,"Cocoraque, Son.",8.3
-100.95,29.33,CDACL,COAH,"Ciudad Acuña, Coah.",9.5
-100.17,25.95,CDFNL,NL,"Ciénega de Flores, N.L.",10.6
-105.45,28.21,CDLCH,CHIH,"Ciudad Delicias, Chih.",7.4
-100.66,26.84,CDLCL,COAH,"Candela, Coah.",12.4
-103.73,18.76,CDOCM,COL,"Cerro de Ortega, Col.",17.2
-96.26,18,CDOOX,OAX,"Miguel de la Madrid Hurtado, Oax.",17.9
-98.6,26.24,CDOTP,TAMP,"S-J-2-18 Ciudad Díaz Ordaz, Tamps.",14.1
-102.68,22,CDRAG,AGS,"La Codorniz, Ags.",8.6
-97.44,18.99,CDSPB,PUE,"Ciudad Serdán, Pue.",5.2
-99.02,21.98,CDVSL,SLP,"Ciudad Valles, S.L.P.",14.5
-99.14,19.52,CEADF,CDMX,"Campamento Amealco, Cd. de Méx.",10.1
-104.12,26.52,CEBDR,DGO,"Ceballos, Dgo.",4.6
-96.7,19.43,CEGVC,VER,"Cerro Gordo, Ver.",14.2
-97.96,18.97,CEMPB,PUE,"Cemex, Pue.",7.5
-102.73,23.6,CFPZC,ZAC,"Cañitas de Felipe Pescador, Zac",3.5
-104.12,24.44,CGVDR,DGO,"Ciudad Guadalupe Victoria, Dgo.",5.9
-103.47,19.7,CGZJL,JAL,"Observatorio de Ciudad Guzmán, Jal.",7.8
-93.1,16.94,CHICP,CHIS,"Manuel Moreno Torres, Chis.",19.4
-99.5,17.55,CHIGR,GRO,"Chilpancingo, Gro.",12.5
-94.82,16.58,CHIOX,OAX,"Chicapa, Oax.",21.2
-98.58,18.52,CHIPB,PUE,"Chietla, Pue.",15.8
-88.47,20.39,CHIYC,YUC,"Chan Chichimilá, Yuc.",15.9
-102.9,22,CHIZC,ZAC,"El Chique, Zac.",9.7
-99.18,17.61,CHLGR,GRO,"Chilapa, Gro.",11.4
-98.32,19.07,CHLPB,PUE,"Cholula, Pue.",6
-90.72,19.36,CHMCA,CAMP,"Champotón, Camp.",17.9
-92.28,15.75,CHMCP,CHIS,"Chicomuselo, Chis.",14.3
-102.2,22.01,CHOAG,AGS,"Cañada Honda, Ags.",1.8
