Lon,Lat,Clave,Edo,Est,Tmin
-89.68,20.65,ABAYC,YUC,"Abal·, Yuc.",18.7
-101.54,20.45,ABSGJ,GTO,"Abasolo, Gto.",15.1
-98.39,24.07,ABSTP,TAMP,"Abasolo, Tamps.",20.5
-92.80,16.55,ACACP,CHIS,"Acala, Chis.",22.2
-99.91,16.85,ACAGR,GRO,"Acapulco, Gro.",24.2
-105.35,22.49,ACANR,NAY,"Acaponeta, Nay.",19.8
-105.38,22.47,ACAPONETA,NAY,"Acaponeta, Nay. SMN*",18.9
-96.84,19.70,ACAVC,VER,"Acatl·n, Ver.",10.8
-98.83,18.95,ACHMR,MOR,"Achichipico, Mor.",13.9
-97.42,19.45,ACHPB,PUE,"Alchichilca, Pue.",7.0
-103.23,22.33,ACHZC,JAL,"Achimec, Jal.",8.8
-97.93,19.06,ACJPB,PUE,"Acajete, Pue.",9.5
-100.71,20.03,ACNGJ,GTO,"Ac·mbaro, Gto.",12.7
-110.23,29.83,ACNSO,SON,"Aconchi, Son.",9.8
-98.94,20.27,ACTHD,HGO,"Actopan, Hgo.",10.8
-103.59,20.42,ACTJL,JAL,"Acatl·n, Jal.",12.3
-96.59,19.50,ACTVC,VER,"Actopan, Ver.",19.3
-99.75,16.76,ACUGR,GRO,"Acapulco, Gro. SMN*",23.0
-100.84,28.34,ADLCL,COAH,"Allende, Coah.",15.5
-98.06,18.28,ADOPB,PUE,"Acatl·n de Osorio, Pue.",17.8
-100.68,20.53,AEGGJ,GTO,"Apaseo el Grande, Gto.",13.5
-99.52,17.58,AERGR,GRO,"Observatorio de Chilpancingo Aeropuerto, Gro.",18.4
-98.14,18.94,AFRPB,PUE,"¡fricam, Pue.",8.3
-100.61,19.58,AGOMC,MICH,"Agostitl·n, Mich.",7.4
-102.31,21.90,AGSAG,AGS,"Aguascalientes, Ags.",14.7
-107.48,28.48,AGZCH,CHIH,"Abraham Gonz·lez, Chih.",2.5
-97.92,18.85,AHAPB,PUE,"Ahuatepec, Pue.",11.6
-99.15,22.99,AHLTP,TAMP,"Ahualulco, Tamps.",20.8
-109.18,25.92,AHMSI,SIN,"Ahome, Sin.",16.4
-98.15,20.03,AHUPB,PUE,"Ahuazontepec, Pue.",6.8
-100.50,18.15,AJCGR,GRO,"Ajuchitl·n, Gro.",22.5
-102.44,21.60,AJJJL,JAL,"Ajoj˙car, Jal.",9.5
-98.56,21.97,AJTSL,SLP,"Las Adjuntas, S.L.P.",22.3
-107.38,25.09,AL2SI,SIN,"El Varejonal hidromÈtrica, Sin.",14.7
-97.68,20.93,ALAVC,VER,"¡lamo Temapache, Ver.",21.9
-102.59,22.18,ALMAG,AGS,"Alamitos, Ags.",6.5
-116.91,32.44,ALRBN,BC,"Abelardo L. RodrÌguez, B.C.",12.6
-111.73,30.72,ALTSO,SON,"Observatorio de Altar, Son.",11.5
-97.23,19.76,ALTVC,VER,"Altotonga, Ver.",10.7
-99.26,18.73,ALUMR,MOR,"Alpuyeca, Mor.",18.4
-104.07,25.26,AM2DR,DGO,"AgustÌn Melgar, Dgo. SMN*",11.1
-100.58,20.55,AMCGJ,GTO,"Ameche, Gto.",10.8
-99.38,18.60,AMCMR,MOR,"Amacuzac, Mor.",17.2
-101.06,29.45,AMSCL,COAH,"Internacional La Amistad, Coah.",15.8
-92.78,16.40,ANGCP,CHIS,"Doctor Belisario DomÌnguez, Chis.",22.0
-101.72,20.13,ANGMC,MICH,"Angamacutiro, Mich. SMN*",13.9
-100.13,27.24,ANHNL,NL,"An·huac, N.L.",18.6
-102.46,22.19,ANVAG,AGS,"Cincuenta Aniversario, Ags.",12.9
-109.89,27.82,AOBSO,SON,"¡lvaro ObregÛn, Son.",18.4
-102.37,19.08,APAMC,MICH,"Apatzing·n, Mich. SMN*",21.1
-97.85,20.41,APAPB,PUE,"Apapantilla, Pue.",18.9
-104.49,26.23,APRDR,DGO,"Ing. BenjamÌn Ortega Cantero, Dgo.",11.5
-100.62,20.45,APSGJ,GTO,"Apaseo el Alto, Gto.",13.8
-102.37,19.08,APTMC,MICH,"Apatzing·n, Mich.",19.6
-100.93,25.56,ARACL,COAH,"Ramos Arizpe Aeropuerto, Coah.",14.1
-99.22,19.57,ARBMX,MEX,"Las Arboledas, MÈx.",10.9
-108.70,25.70,ARCSI,SIN,"Adolfo RuÌz CortÌnes, Sin.",15.5
-109.11,27.23,ARCSO,SON,"Adolfo RuÌz CortÌnes, Son.",16.9
-95.44,18.58,ARCVC,VER,"¡ngel Rosario Cabada, Ver.",22.6
-109.09,30.07,ARISO,SON,"Aribabi, Son.",7.1
-93.90,16.24,AROCP,CHIS,"Observatorio de Arriaga, Chis.",21.1
-99.82,24.10,ARRNL,NL,"Aramberri, N.L.",14.6
-110.17,30.34,ARZSO,SON,"Arizpe, Son.",4.8
-99.91,24.32,ASCNL,NL,"La AscensiÛn, N.L.",9.9
-101.63,20.50,ATBGJ,GTO,"Agua Tibia, Gto.",10.5
-98.35,21.02,ATCHD,HGO,"Atlapexco, Hgo.",21.8
-98.91,19.54,ATEMX,MEX,"Atenco, MÈx.",9.7
-96.53,17.43,ATEOX,OAX,"Atepec, Oax.",12.2
-103.46,21.81,ATGZC,ZAC,"Atolinga, Zac.",6.8
-98.93,18.95,ATLMR,MOR,"Atlatlahucan, Mor.",17.6
-99.87,19.78,ATLMX,MEX,"Atlacomulco, MÈx. SMN*",9.2
-99.87,19.78,ATPMX,MEX,"Atlacomulco Prepa., MÈx.",5.4
-103.09,20.40,ATQJL,JAL,"Atequiza, Jal.",12.9
-98.42,18.92,ATXPB,PUE,"Atlixco, Pue.",13.1
-100.43,17.21,ATYGR,GRO,"Atoyac, Gro.",22.1
-97.88,20.39,AVCPB,PUE,"¡vila Camacho, Pue.",22.1
-107.47,25.03,AWSSI,SIN,"Andrew Weiss, Sin.",15.2
-113.56,28.90,BAABN,BC,"BahÌa de los ¡ngeles, B.C. SMN*",18.3
-107.26,28.77,BACCH,CHIH,"BachÌniva, Chih.",5.1
-96.72,17.07,BAEOX,OAX,"Base AÈrea, Oax.",15.1
-111.83,28.75,BAHIAKINO,SON,"BahÌa de Kino, Son. SMN*",12.7
-97.93,22.39,BALTP,TAMP,"Bombas Altamira, Tamps.",23.5
-96.94,19.59,BANVC,VER,"Banderilla, Ver.",11.0
-100.41,20.50,BATQT,QRO,"El Bat·n, Qro.",12.9
-104.06,19.91,BBAJL,JAL,"Basilio Vadillo, Jal.",13.3
-110.24,30.60,BCNSO,SON,"Bacanuchi, Son.",4.1
-108.93,30.36,BCRSO,SON,"Bacerac, Son.",9.2
-103.72,22.41,BCSJL,JAL,"Bocas, Jal.",11.1
-91.48,17.43,BDCTB,TAB,"Boca del Cerro, Tab.",23.5
-98.11,18.91,BDDPB,PUE,"Manuel ¡vila Camacho, Pue.",8.3
-107.54,25.33,BDRSI,SIN,"Badiraguato, Sin.",14.4
-89.22,19.88,BECYC,YUC,"BecanchÈn, Yuc.",22.3
-98.96,21.75,BLMSL,SLP,"Ballesmi, S.L.P.",22.2
-103.78,21.83,BLNJL,JAL,"BolaÒos, Jal.",16.4
-110.22,30.00,BNMSO,SON,"Banamichi, Son.",11.0
-93.15,16.64,BOQCP,CHIS,"BoquerÛn, Chis.",22.2
-95.93,16.65,BOQOX,OAX,"Boquilla 1, Oax.",19.9
-99.12,24.08,BR1TP,TAMP,"El Barretal Uno, Tamps.",18.2
-96.93,19.48,BRIVC,VER,"Briones, Ver.",13.4
-101.84,21.05,BRRGJ,GTO,"El Barrial, Gto.",13.0
-99.22,24.10,BRRTP,TAMP,"El Barretal, Tamps.",18.9
-108.21,28.21,BSSCH,CHIH,"Basaseachi, Chih.",2.6
-102.95,22.82,BTEZC,ZAC,"RamÛn LÛpez Velarde, Zac.",10.2
-107.72,27.03,BTPCH,CHIH,"Batopilas, Chih.",18.6
-107.90,27.90,BTVCH,CHIH,"Batovira, Chih.",6.7
-103.61,19.25,BVSCM,COL,"Buenavista, Col.",18.2
-99.40,18.46,BVSGR,GRO,"Buena Vista, Gro.",19.2
-100.66,18.35,CA2GR,GRO,"Ciudad Altamirano, Gro. SMN*",25.0
-99.74,24.99,CABNL,NL,"Cabezones, N.L.",17.6
-92.72,15.35,CACCP,CHIS,"Cacaluta, Chis.",22.1
-107.93,30.38,CAGCH,CHIH,"Observatorio de Nuevo Casas Grandes, Chih.",7.6
-104.70,24.00,CAGDR,DGO,"Campo AgrÌcola, Dgo.",8.5
-100.66,18.36,CALGR,GRO,"Ciudad Altamirano, Gro.",25.1
-99.70,19.33,CALMX,MEX,"Calixtlahuaca, MÈx.",5.6
-102.71,21.85,CALVILLO,AGS,"Calvillo, Ags. SMN*",11.9
-99.58,24.87,CAMNL,NL,"Camacho, N.L.",18.2
-90.58,19.30,CANCA,CAMP,"Canasayab, Camp.",22.5
-100.27,25.80,CANNL,NL,"El Canad·, N.L.",18.4
-86.82,21.16,CANQR,QROO,"Canc˙n, Q. Roo.",25.4
-89.08,20.46,CANYC,YUC,"Cantamayec, Yuc.",23.2
-105.11,21.83,CAPNR,NAY,"Capomal, Nay.",18.9
-91.76,18.65,CARCA,CAMP,"El Carmen, Camp.",25.9
-99.44,24.98,CARNL,NL,"Carmen de los Elizondo Linares, N.L.",18.9
-100.44,20.60,CARQT,QRO,"Carrillo, Qro.",13.9
-93.38,18.00,CARTB,TAB,"C·rdenas, Tab.",24.0
-92.48,16.31,CASCP,CHIS,"Cascajal, Chis.",20.4
-87.87,20.72,CATYC,YUC,"CatzÌn, Yuc.",20.9
-104.80,24.52,CB2DR,DGO,"Caboraca hidromÈtrica, Dgo.",7.6
-99.17,19.45,CBIDF,CDMX,"Escuela Nacional de Ciencias BiolÛgicas IPN, Cd. de MÈx. SMN*",14.1
-101.46,20.32,CBLMC,MICH,"Casa Blanca, Mich.",10.7
-104.81,24.54,CBRDR,DGO,"Caboraca, Dgo.",7.6
-102.06,26.98,CCGCL,COAH,"Cuatro CiÈnegas, Coah.",16.4
-99.70,17.67,CCHGR,GRO,"Chichihualco, Gro.",16.1
-99.28,25.71,CCHNL,NL,"Cuchillo Solidaridad, N.L.",18.2
-95.80,18.30,CCLVC,VER,"Chacaltianguis, Ver.",22.1
-111.66,25.01,CCNBS,BCS,"Observatorio de Ciudad ConstituciÛn, B.C.S.",13.3
-105.17,27.69,CCOCH,CHIH,"Ciudad Camargo, Chih.",12.1
-109.63,27.42,CCRSO,SON,"Cocoraque, Son.",12.1
-100.95,29.33,CDACL,COAH,"Ciudad AcuÒa, Coah.",16.7
-96.99,19.33,CDCVC,VER,"Cosautl·n de Carvajal, Ver.",17.6
-100.17,25.95,CDFNL,NL,"CiÈnega de Flores, N.L.",18.4
-105.45,28.21,CDLCH,CHIH,"Ciudad Delicias, Chih.",9.3
-100.66,26.84,CDLCL,COAH,"Candela, Coah.",18.1
-103.73,18.76,CDOCM,COL,"Cerro de Ortega, Col.",19.8
-96.26,18.00,CDOOX,OAX,"Miguel de la Madrid Hurtado, Oax.",22.5
-98.60,26.24,CDOTP,TAMP,"S-J-2-18 Ciudad DÌaz Ordaz, Tamps.",19.1
-97.44,18.99,CDSPB,PUE,"Ciudad Serd·n, Pue.",8.4
-99.03,21.98,CDVALLES,SLP,"Ciudad Valles, S.L.P. SMN*",22.1
-99.02,21.98,CDVSL,SLP,"Ciudad Valles, S.L.P.",20.3
-99.14,19.52,CEADF,CDMX,"Campamento Amealco, Cd. de MÈx.",12.3
-104.12,26.52,CEBDR,DGO,"Ceballos, Dgo.",8.3
-96.70,19.43,CEGVC,VER,"Cerro Gordo, Ver.",16.0
-97.96,18.97,CEMPB,PUE,"Cemex, Pue.",9.4
-102.73,23.60,CFPZC,ZAC,"CaÒitas de Felipe Pescador, Zac",9.6
-99.51,19.21,CGCMX,MEX,"Gerencia Conagua CODAGEM, MÈx.",5.2
-104.12,24.44,CGVDR,DGO,"Ciudad Guadalupe Victoria, Dgo.",9.7
-103.47,19.70,CGZJL,JAL,"Observatorio de Ciudad Guzm·n, Jal.",11.9
-103.20,20.29,CHAJL,JAL,"Chapala 1, Jal. SMN*",17.9
-108.54,27.39,CHICH,CHIH,"ChÌnipas, Chih. SMN*",14.1
-93.10,16.94,CHICP,CHIS,"Manuel Moreno Torres, Chis.",24.1
-99.50,17.55,CHIGR,GRO,"Chilpancingo, Gro.",17.0
-94.82,16.58,CHIOX,OAX,"Chicapa, Oax.",25.6
-98.58,18.52,CHIPB,PUE,"Chietla, Pue.",18.2
-88.47,20.39,CHIYC,YUC,"Chan Chichimil·, Yuc.",20.3
-102.90,22.00,CHIZC,ZAC,"El Chique, Zac.",14.5
-99.18,17.61,CHLGR,GRO,"Chilapa, Gro.",15.0
-98.32,19.07,CHLPB,PUE,"Cholula, Pue.",10.1
-90.72,19.36,CHMCA,CAMP,"ChampotÛn, Camp.",22.6
-92.28,15.75,CHMCP,CHIS,"Chicomuselo, Chis.",19.0
-102.20,22.01,CHOAG,AGS,"CaÒada Honda, Ags.",8.7
-88.33,18.50,CHOQR,QROO,"Observatorio de Chetumal, Q. Roo.",25.2
-89.83,20.75,CHOYC,YUC,"Chochol·, Yuc.",22.5
-98.88,19.48,CHPMX,MEX,"Chapingo, MÈx.",9.8
-98.57,18.11,CHSPB,PUE,"Chila de la Sal, Pue.",16.6
