Lon,Lat,Clave,Edo,Est,Tmin
-89.68,20.65,ABAYC,YUC,"Abalá, Yuc.",14.6
-102.43,21.92,ABRAG,AGS,"Abelardo L. Rodríguez, Ags.",5.7
-101.54,20.45,ABSGJ,GTO,"Abasolo, Gto.",11.5
-98.39,24.07,ABSTP,TAMP,"Abasolo, Tamps.",17.7
-92.80,16.55,ACACP,CHIS,"Acala, Chis.",18.7
-99.91,16.85,ACAGR,GRO,"Acapulco, Gro.",23.7
-105.35,22.49,ACANR,NAY,"Acaponeta, Nay.",21.3
-96.84,19.70,ACAVC,VER,"Acatlán, Ver.",10.2
-98.83,18.95,ACHMR,MOR,"Achichipico, Mor.",12.5
-97.42,19.45,ACHPB,PUE,"Alchichilca, Pue.",5.4
-103.23,22.33,ACHZC,JAL,"Achimec, Jal.",7.5
-97.93,19.06,ACJPB,PUE,"Acajete, Pue.",7.7
-100.71,20.03,ACNGJ,GTO,"Acámbaro, Gto.",9.9
-110.23,29.83,ACNSO,SON,"Aconchi, Son.",7.6
-98.91,19.64,ACOSE,MEX,"Acolman, Méx. SGIRPC*",8.5
-98.94,20.27,ACTHD,HGO,"Actopan, Hgo.",8.7
-106.65,24.05,ACTSI,SIN,"Acatitán, Sin.",15.7
-96.59,19.50,ACTVC,VER,"Actopan, Ver.",18.1
-100.84,28.34,ADLCL,COAH,"Allende, Coah.",12.9
-98.06,18.28,ADOPB,PUE,"Acatlán de Osorio, Pue.",13.6
-101.99,20.23,ADUMC,MICH,"Adjuntas, Mich.",6.3
-100.68,20.53,AEGGJ,GTO,"Apaseo el Grande, Gto.",11.1
-99.52,17.58,AERGR,GRO,"Observatorio de Chilpancingo Aeropuerto, Gro.",15.9
-98.14,18.94,AFRPB,PUE,"Áfricam, Pue.",9.9
-100.61,19.58,AGOMC,MICH,"Agostitlán, Mich.",6.9
-102.31,21.90,AGSAG,AGS,"Aguascalientes, Ags.",10.6
-107.48,28.48,AGZCH,CHIH,"Abraham González, Chih.",1.6
-97.92,18.85,AHAPB,PUE,"Ahuatepec, Pue.",8.6
-99.15,22.99,AHLTP,TAMP,"Ahualulco, Tamps.",17.3
-109.18,25.92,AHMSI,SIN,"Ahome, Sin.",17.9
-98.15,20.03,AHUPB,PUE,"Ahuazontepec, Pue.",5.1
-100.50,18.15,AJCGR,GRO,"Ajuchitlán, Gro.",17.7
-102.44,21.60,AJJJL,JAL,"Ajojúcar, Jal.",6.9
-99.21,19.27,AJMSE,CDMX,"Ajusco Medio, Cd. de Méx. SGIRPC*",10.3
-98.56,21.97,AJTSL,SLP,"Las Adjuntas, S.L.P.",17.8
-99.16,19.15,AJUSE,CDMX,"Ajusco, Cd. de Méx. SGIRPC*",3.6
-100.01,25.27,AL2NL,NL,"Allende Dos, N. L.",13.7
-107.38,25.09,AL2SI,SIN,"El Varejonal hidrométrica, Sin.",15.6
-97.68,20.93,ALAVC,VER,"Álamo Temapache, Ver.",18.3
-102.59,22.18,ALMAG,AGS,"Alamitos, Ags.",3.8
-116.91,32.44,ALRBN,BC,"Abelardo L. Rodríguez, B.C.",12.2
-111.73,30.72,ALTSO,SON,"Observatorio de Altar, Son.",10.5
-97.23,19.76,ALTVC,VER,"Altotonga, Ver.",8.2
-99.26,18.73,ALUMR,MOR,"Alpuyeca, Mor.",13.9
-100.58,20.55,AMCGJ,GTO,"Ameche, Gto.",9.4
-99.38,18.60,AMCMR,MOR,"Amacuzac, Mor.",12.0
-101.06,29.45,AMSCL,COAH,"Internacional La Amistad, Coah.",13.7
-92.78,16.40,ANGCP,CHIS,"Doctor Belisario Domínguez, Chis.",18.2
-100.13,27.24,ANHNL,NL,"Anáhuac, N.L.",15.9
-102.46,22.19,ANVAG,AGS,"Cincuenta Aniversario, Ags.",8.9
-109.89,27.82,AOBSO,SON,"Álvaro Obregón, Son.",18.4
-97.85,20.41,APAPB,PUE,"Apapantilla, Pue.",18.1
-104.49,26.23,APRDR,DGO,"Ing. Benjamín Ortega Cantero, Dgo.",9.1
-100.62,20.45,APSGJ,GTO,"Apaseo el Alto, Gto.",10.5
-102.37,19.08,APTMC,MICH,"Apatzingán, Mich.",19.2
-109.54,31.33,APTSO,SON,"Agua Prieta, Son.",6.5
-100.93,25.56,ARACL,COAH,"Ramos Arizpe Aeropuerto, Coah.",10.8
-99.22,19.57,ARBMX,MEX,"Las Arboledas, Méx.",8.5
-108.70,25.70,ARCSI,SIN,"Adolfo Ruíz Cortínes, Sin.",16.5
-109.11,27.23,ARCSO,SON,"Adolfo Ruíz Cortínes, Son.",17.9
-95.44,18.58,ARCVC,VER,"Ángel Rosario Cabada, Ver.",20.4
-109.09,30.07,ARISO,SON,"Aribabi, Son.",2.3
-93.90,16.24,AROCP,CHIS,"Observatorio de Arriaga, Chis.",21.1
-99.82,24.10,ARRNL,NL,"Aramberri, N.L.",11.9
-110.17,30.34,ARZSO,SON,"Arizpe, Son.",4.1
-99.91,24.32,ASCNL,NL,"La Ascensión, N.L.",6.3
-101.63,20.50,ATBGJ,GTO,"Agua Tibia, Gto.",8.9
-98.35,21.02,ATCHD,HGO,"Atlapexco, Hgo.",17.8
-98.91,19.54,ATEMX,MEX,"Atenco, Méx.",5.7
-96.53,17.43,ATEOX,OAX,"Atepec, Oax.",8.8
-103.46,21.81,ATGZC,ZAC,"Atolinga, Zac.",5.3
-98.93,18.95,ATLMR,MOR,"Atlatlahucan, Mor.",13.8
-99.87,19.78,ATPMX,MEX,"Atlacomulco Prepa., Méx.",3.9
-103.09,20.40,ATQJL,JAL,"Atequiza, Jal.",10.2
-98.42,18.92,ATXPB,PUE,"Atlixco, Pue.",10.1
-100.43,17.21,ATYGR,GRO,"Atoyac, Gro.",22.1
-97.88,20.39,AVCPB,PUE,"Ávila Camacho, Pue.",18.7
-107.47,25.03,AWSSI,SIN,"Andrew Weiss, Sin.",16.0
-99.10,16.95,AYUGR,GRO,"Ayutla, Gro.",19.3
-107.26,28.77,BACCH,CHIH,"Bachíniva, Chih.",3.2
-96.72,17.07,BAEOX,OAX,"Base Aérea, Oax.",10.6
-97.93,22.39,BALTP,TAMP,"Bombas Altamira, Tamps.",20.0
-96.94,19.59,BANVC,VER,"Banderilla, Ver.",8.3
-100.41,20.50,BATQT,QRO,"El Batán, Qro.",10.5
-104.06,19.91,BBAJL,JAL,"Basilio Vadillo, Jal.",14.0
-110.24,30.60,BCNSO,SON,"Bacanuchi, Son.",2.9
-108.93,30.36,BCRSO,SON,"Bacerac, Son.",4.8
-103.72,22.41,BCSJL,JAL,"Bocas, Jal.",7.3
