Lon,Lat,Clave,Edo,Est,Tmin
-89.68,20.65,ABAYC,YUC,"Abal·, Yuc.",19.0
-101.54,20.45,ABSGJ,GTO,"Abasolo, Gto.",14.9
-98.39,24.07,ABSTP,TAMP,"Abasolo, Tamps.",23.5
-92.80,16.55,ACACP,CHIS,"Acala, Chis.",21.7
-99.91,16.85,ACAGR,GRO,"Acapulco, Gro.",25.6
-105.35,22.49,ACANR,NAY,"Acaponeta, Nay.",24.8
-105.38,22.47,ACAPONETA,NAY,"Acaponeta, Nay. SMN*",23.9
-96.84,19.70,ACAVC,VER,"Acatl·n, Ver.",11.1
-98.83,18.95,ACHMR,MOR,"Achichipico, Mor.",14.5
-97.42,19.45,ACHPB,PUE,"Alchichilca, Pue.",7.9
-103.23,22.33,ACHZC,JAL,"Achimec, Jal.",13.5
-97.93,19.06,ACJPB,PUE,"Acajete, Pue.",10.0
-100.71,20.03,ACNGJ,GTO,"Ac·mbaro, Gto.",13.3
-110.23,29.83,ACNSO,SON,"Aconchi, Son.",22.0
-98.94,20.27,ACTHD,HGO,"Actopan, Hgo.",11.8
-103.59,20.42,ACTJL,JAL,"Acatl·n, Jal.",15.7
-106.65,24.05,ACTSI,SIN,"Acatit·n, Sin.",23.0
-96.59,19.50,ACTVC,VER,"Actopan, Ver.",19.6
-99.75,16.76,ACUGR,GRO,"Acapulco, Gro. SMN*",24.2
-100.84,28.34,ADLCL,COAH,"Allende, Coah.",24.1
-98.06,18.28,ADOPB,PUE,"Acatl·n de Osorio, Pue.",17.5
-100.68,20.53,AEGGJ,GTO,"Apaseo el Grande, Gto.",13.8
-99.52,17.58,AERGR,GRO,"Observatorio de Chilpancingo Aeropuerto, Gro.",18.5
-98.14,18.94,AFRPB,PUE,"¡fricam, Pue.",9.9
-100.61,19.58,AGOMC,MICH,"Agostitl·n, Mich.",9.3
-102.31,21.90,AGSAG,AGS,"Aguascalientes, Ags.",15.9
-107.48,28.48,AGZCH,CHIH,"Abraham Gonz·lez, Chih.",12.8
-97.92,18.85,AHAPB,PUE,"Ahuatepec, Pue.",11.8
-99.15,22.99,AHLTP,TAMP,"Ahualulco, Tamps.",22.8
-109.18,25.92,AHMSI,SIN,"Ahome, Sin.",25.1
-98.15,20.03,AHUPB,PUE,"Ahuazontepec, Pue.",6.7
-100.50,18.15,AJCGR,GRO,"Ajuchitl·n, Gro.",20.1
-102.44,21.60,AJJJL,JAL,"Ajoj˙car, Jal.",12.5
-98.56,21.97,AJTSL,SLP,"Las Adjuntas, S.L.P.",23.2
-107.38,25.09,AL2SI,SIN,"El Varejonal hidromÈtrica, Sin.",21.5
-97.68,20.93,ALAVC,VER,"¡lamo Temapache, Ver.",23.3
-102.59,22.18,ALMAG,AGS,"Alamitos, Ags.",8.2
-116.91,32.44,ALRBN,BC,"Abelardo L. RodrÌguez, B.C.",19.7
-111.73,30.72,ALTSO,SON,"Observatorio de Altar, Son.",26.0
-97.23,19.76,ALTVC,VER,"Altotonga, Ver.",10.1
-99.26,18.73,ALUMR,MOR,"Alpuyeca, Mor.",17.3
-104.07,25.26,AM2DR,DGO,"AgustÌn Melgar, Dgo. SMN*",16.0
-100.58,20.55,AMCGJ,GTO,"Ameche, Gto.",12.0
-99.38,18.60,AMCMR,MOR,"Amacuzac, Mor.",16.7
-101.06,29.45,AMSCL,COAH,"Internacional La Amistad, Coah.",23.5
-92.78,16.40,ANGCP,CHIS,"Doctor Belisario DomÌnguez, Chis.",20.6
-101.72,20.13,ANGMC,MICH,"Angamacutiro, Mich. SMN*",14.1
-100.13,27.24,ANHNL,NL,"An·huac, N.L.",24.5
-102.46,22.19,ANVAG,AGS,"Cincuenta Aniversario, Ags.",13.1
-109.89,27.82,AOBSO,SON,"¡lvaro ObregÛn, Son.",25.9
-102.37,19.08,APAMC,MICH,"Apatzing·n, Mich. SMN*",23.0
-97.85,20.41,APAPB,PUE,"Apapantilla, Pue.",21.9
-104.49,26.23,APRDR,DGO,"Ing. BenjamÌn Ortega Cantero, Dgo.",17.3
-100.62,20.45,APSGJ,GTO,"Apaseo el Alto, Gto.",14.1
-102.37,19.08,APTMC,MICH,"Apatzing·n, Mich.",21.6
-100.93,25.56,ARACL,COAH,"Ramos Arizpe Aeropuerto, Coah.",19.4
-99.22,19.57,ARBMX,MEX,"Las Arboledas, MÈx.",12.4
-108.70,25.70,ARCSI,SIN,"Adolfo RuÌz CortÌnes, Sin.",24.5
-109.11,27.23,ARCSO,SON,"Adolfo RuÌz CortÌnes, Son.",24.4
