Lon,Lat,Clave,Edo,Est,Tmin
-102.32,21.7,MMAS,AGS,Aeropuerto Internacional de Aguascalientes Ags.*,13.9
-102.37,21.78,NGRAG,AGS,El Ni·gara Ags.,15.9
-102.79,21.81,MNLAG,AGS,Media Luna Ags.,17.2
-102.29,21.85,OBSAG,AGS,Observatorio de Aguascalientes Ags.,16.2
-102.31,21.9,AGSAG,AGS,Aguascalientes Ags.,17.3
-101.99,21.9,CNSAG,AGS,Los Conos Ags.,14.9
-102.68,22,CDRAG,AGS,La Codorniz Ags.,16.1
-102.36,22.12,JCQAG,AGS,Jocoque Ags.,15.2
-102.42,22.14,PECAG,AGS,Plutarco ElÌas Calles Ags.,14.9
-102.28,22.15,PBLAG,AGS,PabellÛn Ags.,14.2
-102.14,22.2,PTOAG,AGS,Puerto de la ConcepciÛn Ags.,13.8
-102.44,22.24,PTRAG,AGS,Derivadora PabellÛn Ags.,14.6
-102.3,22.36,CSOAG,AGS,CosÌo Ags.,7.2
-102.18,21.74,BRTAG,AGS,San Bartolo Ags.,12.1
-102.13,21.81,TNJAG,AGS,La Tinaja 2 Ags.,14.5
-102.19,21.83,CLVAG,AGS,Calvillo Ags.,11.8
-102.11,21.88,SNVAG,AGS,Sandovales Ags.,7.8
-101.97,21.92,PALAG,AGS,Palo Alto Ags.,15.4
-102.2,22.01,CHOAG,AGS,CaÒada Honda Ags.,14.4
-102,22.02,NVLAG,AGS,El Novillo Ags.,10.8
-102.07,22.1,VJZAG,AGS,Villa Ju·rez Ags.,11.3
-114.72,29.73,CATAVINA,BC,CataviÒa B.C. SMN*,21.3
-116.6,31.89,ELZBN,BC,Emilio LÛpez Zamora B.C.,18.4
-116.2,32.27,AGHBN,BC,Agua Hechicera B.C.,13.5
-116.91,32.44,ALRBN,BC,Abelardo L. RodrÌguez B.C.,18.5
-116.83,32.47,EFLBN,BC,El Florido B.C.,17.8
-116.7,32.48,CRRBN,BC,El Carrizo B.C.,17.6
-116.3,32.52,HNGBN,BC,El Hongo B.C.,14.0
-114.73,32.7,PDMBN,BC,Presa derivadora Morelos B.C.,27.3
-115.27,32.39,MXCBN,BC,Mexicali B.C.,29.1
-115.93,30.52,ENBBN,BC,San QuintÌn B.C.,19.7
-113.56,28.9,BAABN,BC,BahÌa de los ¡ngeles B.C. SMN*,28.7
-115.94,30.53,SQNBN,BC,San QuintÌn B.C. SMN*,17.4
-116.6,31.89,PLOPEZZAMORA,BC,Presa Emilio LÛpez Zamora B.C. SMN*,18.8
-116.91,32.45,PABELARLRDGZ2,BC,Abelardo L. RodrÌguez. 2 B.C. SMN*,18.8
-114.85,31.03,SFLBN,BC,Observatorio de San Felipe B.C.,27.6
-115.15,32.41,ENLBN,BC,Observatorio de Ejido Nuevo LeÛn B.C.,26.0
-116.68,32.54,PRTBN,BC,La Puerta B.C.,17.6
-115.46,32.67,MEXBN,BC,Mexicali B.C. SMN*,27.5
-115.5,31.1,ISANPEDR1,BC,San Pedro M·rtir B.C. UNAM*,12.8
-116.97,32.54,MMTJ,BC,Aeropuerto Internacional de Tijuana B.C.*,18.2
-115.25,32.63,MMML,BC,Aeropuerto Internacional de Mexicali B.C.*,27.3
-115.92,32.04,CONST1857,BC,ConstituciÛn de 1857 B.C. SMN*,11.3
-116.21,32.27,RUMOROSA,BC,La Rumorosa B.C. SMN*,12.8
-115.19,28.03,ISLACEDROSMAR,BC,Isla Cedros B.C. SEMAR*,19.9
-118.29,28.88,ISLAGUADALUPEma,BC,Isla Guadalupe B.C. SEMAR*,18.8
-114.83,30.99,SANFELIPEMAR,BC,San Felipe B.C. SEMAR*,26.6
-117.25,32.42,ISLACORONADOMAR,BC,Isla Coronado B.C. SEMAR*,17.9
-109.92,22.89,SLUBS,BCS,Cabo San Lucas B.C.S. SMN*,26.0
-109.93,22.9,CSLBS,BCS,Cabo San Lucas B.C.S.,24.3
-109.71,23.12,SJCBS,BCS,San JosÈ del Cabo B.C.S.,23.1
-110.21,23.48,TSNBS,BCS,Todos Santos B.C.S.,14.6
-109.71,23.49,SNTBS,BCS,Santiago B.C.S.,25.0
-109.59,23.59,RBRBS,BCS,La Ribera B.C.S.,27.5
-109.7,23.68,LBABS,BCS,Los Barriles B.C.S.,27.1
-109.84,23.74,SBABS,BCS,San Bartolo B.C.S.,20.6
-110.06,23.8,SANBS,BCS,San Antonio B.C.S.,25.1
-109.93,23.97,PLNBS,BCS,Los Planes B.C.S.,26.4
-110,24.08,SARBS,BCS,El Sargento B.C.S.,26.0
-113.46,27.64,DORBS,BCS,DÌaz Ordaz B.C.S.,17.1
-114.05,27.96,GNGBS,BCS,Guerrero Negro B.C.S.,19.1
-111.98,26.9,MLGBS,BCS,MulegÈ B.C.S.,27.6
-110.37,24.15,LPZBS,BCS,Observatorio de La Paz B.C.S.,26.7
-111.66,25.01,CCNBS,BCS,Observatorio de Ciudad ConstituciÛn B.C.S.,23.7
-111.35,26.01,LRTBS,BCS,Observatorio de Loreto B.C.S.,28.8
-112.27,27.34,SRLBS,BCS,Observatorio de Santa RosalÌa B.C.S.,28.1
-113.46,27.64,DIAZORDAZBN,BCS,Gustavo DÌçaz Ordaz B.C.S. SMN*,19.3
-109.72,23.14,MMSD,BCS,Aeropuerto Internacional de Los Cabos B.C.S.*,25.9
-110.37,24.08,MMLP,BCS,Aeropuerto Internacional de La Paz B.C.S.*,25.8
-109.94,22.95,MMSL,BCS,AerÛdromo Internacional de Cabo San Lucas B.C.S.*,26.3
-110.32,24.12,LAPAZob,BCS,Observatorio de La Paz B.C.S. SMN*,24.4
