Lon,Lat,Clave,Edo,Est,Tmin
-102.37,21.78,NGRAG,AGS,El Niagara Ags.,14.6
-102.79,21.81,MNLAG,AGS,Media Luna Ags.,15.7
-102.71,21.85,CALVILLO,AGS,Calvillo Ags. SMN*,15.6
-102.29,21.85,OBSAG,AGS,Observatorio de Aguascalientes Ags.,16.0
-102.31,21.9,AGSAG,AGS,Aguascalientes Ags.,16.3
-101.99,21.9,CNSAG,AGS,Los Conos Ags.,13.9
-102.68,22,CDRAG,AGS,La Codorniz Ags.,14.9
-102.36,22.12,JCQAG,AGS,Jocoque Ags.,14.7
-102.42,22.14,PECAG,AGS,Plutarco ElÌas Calles Ags.,14.6
-102.28,22.15,PBLAG,AGS,PabellÛn Ags.,14.3
-102.14,22.2,PTOAG,AGS,Puerto de la ConcepciÛn Ags.,13.1
-102.44,22.24,PTRAG,AGS,Derivadora PabellÛn Ags.,14.1
-102.3,22.36,CSOAG,AGS,CosÌo Ags.,9.1
-102.36,21.97,UAALAPOSTA,AGS,Universidad AutÛnoma de Aguascalientes Ags. SGT*,14.9
-102.18,21.74,BRTAG,AGS,San Bartolo Ags.,13.2
-102.13,21.81,TNJAG,AGS,La Tinaja 2 Ags.,14.0
-102.19,21.83,CLVAG,AGS,Calvillo Ags.,11.5
-102.11,21.88,SNVAG,AGS,Sandovales Ags.,7.0
-101.97,21.92,PALAG,AGS,Palo Alto Ags.,14.3
-102.2,22.01,CHOAG,AGS,CaÒada Honda Ags.,13.1
-102,22.02,NVLAG,AGS,El Novillo Ags.,10.4
-102.07,22.1,VJZAG,AGS,Villa Ju·rez Ags.,12.3
-114.72,29.73,CATAVINA,BC,CataviÒa B.C. SMN*,19.7
-114.85,31.03,SFLBN,BC,San Felipe B.C.,28.2
-116.6,31.89,ELZBN,BC,Emilio LÛpez Zamora B.C.,17.5
-116.2,32.27,AGHBN,BC,Agua Hechicera B.C.,11.4
-115.15,32.41,ENLBN,BC,Ejido Nuevo LeÛn B.C.,24.1
-116.91,32.44,ALRBN,BC,Abelardo L. RodrÌguez B.C.,17.2
-116.83,32.47,EFLBN,BC,El Florido B.C.,17.1
-116.7,32.48,CRRBN,BC,El Carrizo B.C.,15.5
-116.3,32.52,HNGBN,BC,El Hongo B.C.,13.5
-114.73,32.7,PDMBN,BC,Presa Derivadora Morelos B.C.,24.2
-115.27,32.39,MXCBN,BC,Mexicali B.C.,27.4
-115.93,30.52,ENBBN,BC,San QuintÌn B.C.,16.8
-114.73,32.7,ALGODONESob,BC,Observatorio de Algodones B.C. SMN*,24.8
-113.56,28.9,BAABN,BC,BahÌa de los ¡ngeles B.C. SMN*,27.0
-115.94,30.53,SQNBN,BC,San QuintÌn B.C. SMN*,16.5
-114.83,30.99,SANFELIPEMAR,BC,San Felipe B.C. SEMAR*,26.5
-114.83,31.03,SFELIPEob,BC,Observatorio de San Felipe B.C. SMN*,26.5
-116.37,31.49,ENSBN,BC,Ensenada B.C.,17.9
-116.64,31.7,PTBBN,BC,Punta Banda B.C.,15.3
-116.6,31.89,PLOPEZZAMORA,BC,Presa Emilio LÛpez Zamora B.C. SMN*,17.9
-115.92,32.04,CONST1857,BC,ConstituciÛn de 1857 B.C. SMN*,8.4
-114.97,32.06,ENCINAS,BC,Encinas Johnson Son. REMAS*,22.1
-116.91,32.45,PABELARLRDGZ2,BC,Abelardo L. RodrÌguez. 2 B.C. SMN*,17.8
-116.63,32.57,TCTBN,BC,Tecate B.C.,16.3
-116.66,32.57,TECATE,BC,Tecate B.C. SMN*,16.8
-115.5,32.64,MEXICALIOB,BC,Mexicali Observatorio B.C. SMN*,25.2
-116.21,32.27,RUMOROSA,BC,La Rumorosa B.C. SMN*,11.3
-117.25,32.42,ISLACORONADOMAR,BC,Isla Coronado B.C. SEMAR*,17.6
-115.29,32.67,MEXBN,BC,Mexicali B.C. SMN*,27.4
-111.35,26.01,BLORETO,BCS,BahÌa de Loreto B.C.S. SMN*,26.9
-109.92,22.89,SANLUCAS,BCS,Cabo San Lucas B.C.S. SMN*,23.3
-109.92,22.89,SLUBS,BCS,Cabo San Lucas B.C.S. SMN*,23.1
-109.93,22.9,CSLBS,BCS,Cabo San Lucas B.C.S.,21.2
-109.71,23.07,SJCBS,BCS,San JosÈ del Cabo B.C.S.,22.2
-110.21,23.48,TSNBS,BCS,Todos Santos B.C.S.,22.2
-109.72,23.45,SNTBS,BCS,Santiago B.C.S.,24.3
-109.59,23.59,RBRBS,BCS,La Ribera B.C.S.,25.3
-109.7,23.68,LBABS,BCS,Los Barriles B.C.S.,25.8
-109.84,23.74,SBABS,BCS,San Bartolo B.C.S.,21.1
-110.06,23.8,SANBS,BCS,San Antonio B.C.S.,24.5
-109.93,23.97,PLNBS,BCS,Los Planes B.C.S.,25.0
-110,24.08,SARBS,BCS,El Sargento B.C.S.,25.0
-110.37,24.15,LPZBS,BCS,La Paz B.C.S.,24.5
